"","X1.x","sampledate","depth.x","o2.x","deck","light","frlight","avsnow","totice","whiteice","extcoef","blueice","surflite","X1.y","Genus","Transect Cell Count","Magnification","Biovolume","CellBioVol","PerBioVol","# of Transects","Cell Count per cm2","Transect Length (cm)","Start XY","Taxa","WaterCol","Functional","X15","X16","X17","X18","X19","End XY","Notes","Field of View scope","Field of View #","Total Cell Count","Estimated Total","Estimated Mucilage Percent Coverage","X1_1","lakeid","year4","group","depth.y","ph","alk","dic","tic","doc","toc","no3no2","no2","nh4","o2.y","totnf","totnuf","totpf","totpuf","drsif"
"73",55,1984-05-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1038,"SP",1984,"iceoff",0,7.75,NA,NA,NA,NA,NA,0,NA,8,10.1,NA,NA,NA,NA,3240
"74",54,1984-05-21,0,10.1,740,700,0.946,NA,NA,NA,NA,NA,0.945945945945946,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039,"SP",1984,"iceoff",0,7.75,NA,NA,NA,NA,NA,0,NA,8,NA,NA,NA,NA,NA,3240
"75",55,1984-05-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039,"SP",1984,"iceoff",0,7.75,NA,NA,NA,NA,NA,0,NA,8,NA,NA,NA,NA,NA,3240
"76",56,1984-06-04,0,10,1650,1050,0.636,NA,NA,NA,NA,NA,0.636363636363636,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1061,"SP",1984,"iceoff",0,7.88,NA,NA,NA,NA,NA,0,NA,9,10,NA,NA,NA,NA,3729
"77",57,1984-06-20,0,9,622,489,0.786,NA,NA,NA,NA,NA,0.786173633440514,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084,"SP",1984,"iceoff",0,7.97,NA,NA,NA,NA,NA,0,NA,33,9,NA,NA,NA,NA,3311
"78",58,1984-06-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084,"SP",1984,"iceoff",0,7.97,NA,NA,NA,NA,NA,0,NA,33,9,NA,NA,NA,NA,3311
"79",57,1984-06-20,0,9,622,489,0.786,NA,NA,NA,NA,NA,0.786173633440514,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085,"SP",1984,"iceoff",0,7.97,NA,NA,NA,NA,NA,0,NA,33,NA,NA,NA,NA,NA,3311
"80",58,1984-06-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085,"SP",1984,"iceoff",0,7.97,NA,NA,NA,NA,NA,0,NA,33,NA,NA,NA,NA,NA,3311
"81",59,1984-07-05,0,8.1,661,206,0.312,NA,NA,NA,NA,NA,0.311649016641452,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107,"SP",1984,"iceoff",0,7.98,NA,NA,NA,NA,NA,3,NA,92,8.1,NA,NA,NA,NA,3330
"82",60,1984-07-16,0,8.2,685,489,0.714,NA,NA,NA,NA,NA,0.713868613138686,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1129,"SP",1984,"iceoff",0,8.09,NA,NA,NA,NA,NA,2,NA,27,8.2,NA,NA,NA,NA,3424
"83",61,1984-07-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1129,"SP",1984,"iceoff",0,8.09,NA,NA,NA,NA,NA,2,NA,27,8.2,NA,NA,NA,NA,3424
"84",60,1984-07-16,0,8.2,685,489,0.714,NA,NA,NA,NA,NA,0.713868613138686,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130,"SP",1984,"iceoff",0,8.07,NA,NA,NA,NA,NA,1,NA,18,8.2,NA,NA,NA,NA,3322
"85",61,1984-07-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130,"SP",1984,"iceoff",0,8.07,NA,NA,NA,NA,NA,1,NA,18,8.2,NA,NA,NA,NA,3322
"86",60,1984-07-16,0,8.2,685,489,0.714,NA,NA,NA,NA,NA,0.713868613138686,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131,"SP",1984,"iceoff",0,8.09,NA,NA,NA,NA,NA,2,NA,27,NA,NA,NA,NA,NA,3424
"87",61,1984-07-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131,"SP",1984,"iceoff",0,8.09,NA,NA,NA,NA,NA,2,NA,27,NA,NA,NA,NA,NA,3424
"88",60,1984-07-16,0,8.2,685,489,0.714,NA,NA,NA,NA,NA,0.713868613138686,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132,"SP",1984,"iceoff",0,8.07,NA,NA,NA,NA,NA,1,NA,18,NA,NA,NA,NA,NA,3322
"89",61,1984-07-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132,"SP",1984,"iceoff",0,8.07,NA,NA,NA,NA,NA,1,NA,18,NA,NA,NA,NA,NA,3322
"90",62,1984-07-31,0,8.6,1700,1260,0.741,NA,NA,NA,NA,NA,0.741176470588235,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152,"SP",1984,"iceoff",0,8,NA,NA,NA,NA,NA,0,NA,10,8.6,NA,NA,NA,NA,3432
"91",63,1984-08-16,0,8.5,1280,971,0.759,NA,NA,NA,NA,NA,0.75859375,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,"SP",1984,"iceoff",0,8.07,580,NA,NA,NA,NA,0,NA,37,8.5,NA,NA,4,NA,3374
"92",64,1984-09-05,0,8.9,930,750,0.806,NA,NA,NA,NA,NA,0.806451612903226,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198,"SP",1984,"iceoff",0,7.99,NA,NA,NA,NA,NA,0,NA,8,8.9,NA,NA,NA,NA,3270
"93",65,1984-09-25,0,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222,"SP",1984,"iceoff",0,7.81,NA,NA,NA,NA,NA,3,NA,40,9.3,NA,NA,NA,NA,3177
"94",66,1984-10-17,0,9.1,820,610,0.744,NA,NA,NA,NA,NA,0.74390243902439,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245,"SP",1984,"iceoff",0,7.56,NA,NA,NA,NA,NA,2,NA,7,9.1,NA,NA,NA,NA,3095
"95",67,1984-10-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245,"SP",1984,"iceoff",0,7.56,NA,NA,NA,NA,NA,2,NA,7,9.1,NA,NA,NA,NA,3095
"96",66,1984-10-17,0,9.1,820,610,0.744,NA,NA,NA,NA,NA,0.74390243902439,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246,"SP",1984,"iceoff",0,7.56,NA,NA,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,3095
"97",67,1984-10-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246,"SP",1984,"iceoff",0,7.56,NA,NA,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,3095
"98",68,1984-11-07,0,9.4,348,185,0.532,NA,NA,NA,NA,NA,0.531609195402299,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1268,"SP",1984,"iceoff",0,7.22,595,NA,NA,NA,NA,2,NA,49,9.4,NA,NA,12,NA,3379
"99",69,1984-11-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1268,"SP",1984,"iceoff",0,7.22,595,NA,NA,NA,NA,2,NA,49,9.4,NA,NA,12,NA,3379
"100",68,1984-11-07,0,9.4,348,185,0.532,NA,NA,NA,NA,NA,0.531609195402299,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269,"SP",1984,"iceoff",0,7.23,585,NA,NA,NA,NA,2,NA,43,9.4,NA,NA,10,NA,3380
"101",69,1984-11-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269,"SP",1984,"iceoff",0,7.23,585,NA,NA,NA,NA,2,NA,43,9.4,NA,NA,10,NA,3380
"102",68,1984-11-07,0,9.4,348,185,0.532,NA,NA,NA,NA,NA,0.531609195402299,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1270,"SP",1984,"iceoff",0,7.22,595,NA,NA,NA,NA,2,NA,49,NA,NA,NA,12,NA,3379
"103",69,1984-11-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1270,"SP",1984,"iceoff",0,7.22,595,NA,NA,NA,NA,2,NA,49,NA,NA,NA,12,NA,3379
"104",68,1984-11-07,0,9.4,348,185,0.532,NA,NA,NA,NA,NA,0.531609195402299,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271,"SP",1984,"iceoff",0,7.23,585,NA,NA,NA,NA,2,NA,43,NA,NA,NA,10,NA,3380
"105",69,1984-11-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271,"SP",1984,"iceoff",0,7.23,585,NA,NA,NA,NA,2,NA,43,NA,NA,NA,10,NA,3380
"106",70,1984-11-26,0,11,93,65,0.699,NA,NA,NA,NA,NA,0.698924731182796,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291,"SP",1984,"iceoff",0,7.37,NA,NA,NA,NA,NA,5,NA,71,11,NA,NA,NA,NA,3446
"107",71,1985-01-11,0,13.4,273,13.9,0.051,8.8,28.7,3,0.355,25.7,0.0509157509157509,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313,"SP",1985,"iceon",0,7.48,NA,NA,NA,NA,NA,10,NA,59,13.4,NA,NA,NA,NA,3827
"108",72,1985-01-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313,"SP",1985,"iceon",0,7.48,NA,NA,NA,NA,NA,10,NA,59,13.4,NA,NA,NA,NA,3827
"109",71,1985-01-11,0,13.4,273,13.9,0.051,8.8,28.7,3,0.355,25.7,0.0509157509157509,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314,"SP",1985,"iceon",0,7.47,NA,NA,NA,NA,NA,10,NA,62,13.4,NA,NA,NA,NA,3870
"110",72,1985-01-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314,"SP",1985,"iceon",0,7.47,NA,NA,NA,NA,NA,10,NA,62,13.4,NA,NA,NA,NA,3870
"111",71,1985-01-11,0,13.4,273,13.9,0.051,8.8,28.7,3,0.355,25.7,0.0509157509157509,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,"SP",1985,"iceon",0,7.48,NA,NA,NA,NA,NA,10,NA,59,NA,NA,NA,NA,NA,3827
"112",72,1985-01-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,"SP",1985,"iceon",0,7.48,NA,NA,NA,NA,NA,10,NA,59,NA,NA,NA,NA,NA,3827
"113",71,1985-01-11,0,13.4,273,13.9,0.051,8.8,28.7,3,0.355,25.7,0.0509157509157509,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316,"SP",1985,"iceon",0,7.47,NA,NA,NA,NA,NA,10,NA,62,NA,NA,NA,NA,NA,3870
"114",72,1985-01-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316,"SP",1985,"iceon",0,7.47,NA,NA,NA,NA,NA,10,NA,62,NA,NA,NA,NA,NA,3870
"115",73,1985-02-27,0,13.2,950,23.8,0.025,11.7,48,4,0.272,44,0.0250526315789474,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1336,"SP",1985,"iceon",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA
"116",74,1985-03-26,0,14.4,132,54,0.409,0.5,56,12,0.233,44,0.409090909090909,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360,"SP",1985,"iceon",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA
"117",75,1985-04-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384,"SP",1985,"iceon",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",76,1985-04-29,0,12.1,1620,1500,0.926,0,50,50,NA,0,0.925925925925926,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,"SP",1985,"iceoff",0,7.27,567,NA,NA,NA,NA,60,NA,18,12.1,NA,NA,5,NA,3469
"119",77,1985-04-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,"SP",1985,"iceoff",0,7.27,567,NA,NA,NA,NA,60,NA,18,12.1,NA,NA,5,NA,3469
"120",76,1985-04-29,0,12.1,1620,1500,0.926,0,50,50,NA,0,0.925925925925926,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,"SP",1985,"iceoff",0,7.27,567,NA,NA,NA,NA,60,NA,18,NA,NA,NA,5,NA,3469
"121",77,1985-04-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,"SP",1985,"iceoff",0,7.27,567,NA,NA,NA,NA,60,NA,18,NA,NA,NA,5,NA,3469
"122",78,1985-05-15,0,10.1,305,243,0.797,NA,NA,NA,NA,NA,0.79672131147541,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1413,"SP",1985,"iceoff",0,7.98,NA,NA,NA,NA,NA,4,NA,6,10.1,NA,NA,NA,NA,3333
"123",79,1985-05-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1413,"SP",1985,"iceoff",0,7.98,NA,NA,NA,NA,NA,4,NA,6,10.1,NA,NA,NA,NA,3333
"124",78,1985-05-15,0,10.1,305,243,0.797,NA,NA,NA,NA,NA,0.79672131147541,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414,"SP",1985,"iceoff",0,7.82,NA,NA,NA,NA,NA,3,NA,26,10.1,NA,NA,NA,NA,3323
"125",79,1985-05-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414,"SP",1985,"iceoff",0,7.82,NA,NA,NA,NA,NA,3,NA,26,10.1,NA,NA,NA,NA,3323
"126",78,1985-05-15,0,10.1,305,243,0.797,NA,NA,NA,NA,NA,0.79672131147541,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415,"SP",1985,"iceoff",0,7.98,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,3333
"127",79,1985-05-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415,"SP",1985,"iceoff",0,7.98,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,3333
"128",78,1985-05-15,0,10.1,305,243,0.797,NA,NA,NA,NA,NA,0.79672131147541,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416,"SP",1985,"iceoff",0,7.82,NA,NA,NA,NA,NA,3,NA,26,NA,NA,NA,NA,NA,3323
"129",79,1985-05-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416,"SP",1985,"iceoff",0,7.82,NA,NA,NA,NA,NA,3,NA,26,NA,NA,NA,NA,NA,3323
"130",80,1985-05-29,0,9.7,86,67,0.779,NA,NA,NA,NA,NA,0.779069767441861,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1436,"SP",1985,"iceoff",0,7.82,NA,NA,NA,NA,NA,11,NA,17,9.7,NA,NA,NA,NA,3173
"131",81,1985-06-10,0,9.1,1500,1350,0.9,NA,NA,NA,NA,NA,0.9,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,"SP",1985,"iceoff",0,7.91,NA,NA,NA,NA,NA,0,NA,12,9.1,NA,NA,NA,NA,3157
"132",82,1985-06-25,0,9.1,745,510,0.685,NA,NA,NA,NA,NA,0.684563758389262,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483,"SP",1985,"iceoff",0,7.81,NA,NA,NA,NA,NA,1,NA,17,9.1,NA,NA,NA,NA,3057
"133",83,1985-06-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483,"SP",1985,"iceoff",0,7.81,NA,NA,NA,NA,NA,1,NA,17,9.1,NA,NA,NA,NA,3057
"134",82,1985-06-25,0,9.1,745,510,0.685,NA,NA,NA,NA,NA,0.684563758389262,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1484,"SP",1985,"iceoff",0,7.84,NA,NA,NA,NA,NA,1,NA,11,9.1,NA,NA,NA,NA,3056
"135",83,1985-06-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1484,"SP",1985,"iceoff",0,7.84,NA,NA,NA,NA,NA,1,NA,11,9.1,NA,NA,NA,NA,3056
"136",82,1985-06-25,0,9.1,745,510,0.685,NA,NA,NA,NA,NA,0.684563758389262,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485,"SP",1985,"iceoff",0,7.81,NA,NA,NA,NA,NA,1,NA,17,NA,NA,NA,NA,NA,3057
"137",83,1985-06-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485,"SP",1985,"iceoff",0,7.81,NA,NA,NA,NA,NA,1,NA,17,NA,NA,NA,NA,NA,3057
"138",82,1985-06-25,0,9.1,745,510,0.685,NA,NA,NA,NA,NA,0.684563758389262,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486,"SP",1985,"iceoff",0,7.84,NA,NA,NA,NA,NA,1,NA,11,NA,NA,NA,NA,NA,3056
"139",83,1985-06-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486,"SP",1985,"iceoff",0,7.84,NA,NA,NA,NA,NA,1,NA,11,NA,NA,NA,NA,NA,3056
"140",84,1985-07-10,0,8,575,410,0.713,NA,NA,NA,NA,NA,0.71304347826087,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506,"SP",1985,"iceoff",0,7.78,NA,NA,NA,NA,NA,0,NA,0,8,NA,NA,NA,NA,3074
"141",85,1985-07-22,0,8.3,1540,1360,0.883,NA,NA,NA,NA,NA,0.883116883116883,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529,"SP",1985,"iceoff",0,7.89,NA,NA,NA,NA,NA,0,NA,12,8.3,NA,NA,NA,NA,2987
"142",86,1985-08-05,0,8.3,875,639,0.73,NA,NA,NA,NA,NA,0.730285714285714,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1552,"SP",1985,"iceoff",0,7.88,NA,NA,NA,NA,NA,0,NA,26,8.3,NA,NA,NA,NA,3073
"143",87,1985-08-19,0,8.5,352,263,0.747,NA,NA,NA,NA,NA,0.747159090909091,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,"SP",1985,"iceoff",0,7.95,574,6.96,NA,3.46,NA,3,NA,70,8.5,NA,NA,4,NA,3029
"144",88,1985-09-10,0,8.7,1650,1010,0.612,NA,NA,NA,NA,NA,0.612121212121212,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,"SP",1985,"iceoff",0,7.88,NA,NA,NA,NA,NA,1,NA,11,8.7,NA,NA,NA,NA,3034
"145",89,1985-09-30,0,9.2,185,90,0.486,NA,NA,NA,NA,NA,0.486486486486487,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619,"SP",1985,"iceoff",0,7.77,NA,NA,NA,NA,NA,0,NA,9,9.2,NA,NA,NA,NA,2994
