,X1.x,sampledate,depth.x,o2.x,deck,light,frlight,avsnow,totice,whiteice,extcoef,blueice,surflite,X1.y,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,Taxa,WaterCol,Functional,year4,group,depth.y,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2.y,totnf,totnuf,totpf,totpuf,drsif
108,72,1/11/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceon,0,7.48,NA,NA,NA,NA,NA,10,NA,59,13.4,NA,NA,NA,NA,3827
109,71,1/11/85,0,13.4,273,13.9,0.051,8.8,28.7,3,0.355,25.7,0.050915751,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceon,0,7.47,NA,NA,NA,NA,NA,10,NA,62,13.4,NA,NA,NA,NA,3870
110,72,1/11/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceon,0,7.47,NA,NA,NA,NA,NA,10,NA,62,13.4,NA,NA,NA,NA,3870
111,71,1/11/85,0,13.4,273,13.9,0.051,8.8,28.7,3,0.355,25.7,0.050915751,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceon,0,7.48,NA,NA,NA,NA,NA,10,NA,59,NA,NA,NA,NA,NA,3827
112,72,1/11/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceon,0,7.48,NA,NA,NA,NA,NA,10,NA,59,NA,NA,NA,NA,NA,3827
113,71,1/11/85,0,13.4,273,13.9,0.051,8.8,28.7,3,0.355,25.7,0.050915751,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceon,0,7.47,NA,NA,NA,NA,NA,10,NA,62,NA,NA,NA,NA,NA,3870
114,72,1/11/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceon,0,7.47,NA,NA,NA,NA,NA,10,NA,62,NA,NA,NA,NA,NA,3870
115,73,2/27/85,0,13.2,950,23.8,0.025,11.7,48,4,0.272,44,0.025052632,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA
116,74,3/26/85,0,14.4,132,54,0.409,0.5,56,12,0.233,44,0.409090909,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA
117,75,4/11/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,76,4/29/85,0,12.1,1620,1500,0.926,0,50,50,NA,0,0.925925926,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.27,567,NA,NA,NA,NA,60,NA,18,12.1,NA,NA,5,NA,3469
119,77,4/29/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.27,567,NA,NA,NA,NA,60,NA,18,12.1,NA,NA,5,NA,3469
120,76,4/29/85,0,12.1,1620,1500,0.926,0,50,50,NA,0,0.925925926,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.27,567,NA,NA,NA,NA,60,NA,18,NA,NA,NA,5,NA,3469
121,77,4/29/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.27,567,NA,NA,NA,NA,60,NA,18,NA,NA,NA,5,NA,3469
122,78,5/15/85,0,10.1,305,243,0.797,NA,NA,NA,NA,NA,0.796721311,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.98,NA,NA,NA,NA,NA,4,NA,6,10.1,NA,NA,NA,NA,3333
123,79,5/15/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.98,NA,NA,NA,NA,NA,4,NA,6,10.1,NA,NA,NA,NA,3333
124,78,5/15/85,0,10.1,305,243,0.797,NA,NA,NA,NA,NA,0.796721311,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.82,NA,NA,NA,NA,NA,3,NA,26,10.1,NA,NA,NA,NA,3323
125,79,5/15/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.82,NA,NA,NA,NA,NA,3,NA,26,10.1,NA,NA,NA,NA,3323
126,78,5/15/85,0,10.1,305,243,0.797,NA,NA,NA,NA,NA,0.796721311,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.98,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,3333
127,79,5/15/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.98,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,3333
128,78,5/15/85,0,10.1,305,243,0.797,NA,NA,NA,NA,NA,0.796721311,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.82,NA,NA,NA,NA,NA,3,NA,26,NA,NA,NA,NA,NA,3323
129,79,5/15/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.82,NA,NA,NA,NA,NA,3,NA,26,NA,NA,NA,NA,NA,3323
130,80,5/29/85,0,9.7,86,67,0.779,NA,NA,NA,NA,NA,0.779069767,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.82,NA,NA,NA,NA,NA,11,NA,17,9.7,NA,NA,NA,NA,3173
131,81,6/10/85,0,9.1,1500,1350,0.9,NA,NA,NA,NA,NA,0.9,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.91,NA,NA,NA,NA,NA,0,NA,12,9.1,NA,NA,NA,NA,3157
132,82,6/25/85,0,9.1,745,510,0.685,NA,NA,NA,NA,NA,0.684563758,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.81,NA,NA,NA,NA,NA,1,NA,17,9.1,NA,NA,NA,NA,3057
133,83,6/25/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.81,NA,NA,NA,NA,NA,1,NA,17,9.1,NA,NA,NA,NA,3057
134,82,6/25/85,0,9.1,745,510,0.685,NA,NA,NA,NA,NA,0.684563758,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.84,NA,NA,NA,NA,NA,1,NA,11,9.1,NA,NA,NA,NA,3056
135,83,6/25/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.84,NA,NA,NA,NA,NA,1,NA,11,9.1,NA,NA,NA,NA,3056
136,82,6/25/85,0,9.1,745,510,0.685,NA,NA,NA,NA,NA,0.684563758,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.81,NA,NA,NA,NA,NA,1,NA,17,NA,NA,NA,NA,NA,3057
137,83,6/25/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.81,NA,NA,NA,NA,NA,1,NA,17,NA,NA,NA,NA,NA,3057
138,82,6/25/85,0,9.1,745,510,0.685,NA,NA,NA,NA,NA,0.684563758,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.84,NA,NA,NA,NA,NA,1,NA,11,NA,NA,NA,NA,NA,3056
139,83,6/25/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.84,NA,NA,NA,NA,NA,1,NA,11,NA,NA,NA,NA,NA,3056
140,84,7/10/85,0,8,575,410,0.713,NA,NA,NA,NA,NA,0.713043478,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.78,NA,NA,NA,NA,NA,0,NA,0,8,NA,NA,NA,NA,3074
141,85,7/22/85,0,8.3,1540,1360,0.883,NA,NA,NA,NA,NA,0.883116883,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.89,NA,NA,NA,NA,NA,0,NA,12,8.3,NA,NA,NA,NA,2987
142,86,8/5/85,0,8.3,875,639,0.73,NA,NA,NA,NA,NA,0.730285714,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.88,NA,NA,NA,NA,NA,0,NA,26,8.3,NA,NA,NA,NA,3073
143,87,8/19/85,0,8.5,352,263,0.747,NA,NA,NA,NA,NA,0.747159091,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.95,574,6.96,NA,3.46,NA,3,NA,70,8.5,NA,NA,4,NA,3029
144,88,9/10/85,0,8.7,1650,1010,0.612,NA,NA,NA,NA,NA,0.612121212,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.88,NA,NA,NA,NA,NA,1,NA,11,8.7,NA,NA,NA,NA,3034
145,89,9/30/85,0,9.2,185,90,0.486,NA,NA,NA,NA,NA,0.486486486,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.77,NA,NA,NA,NA,NA,0,NA,9,9.2,NA,NA,NA,NA,2994
146,90,10/23/85,0,10,144,89,0.618,NA,NA,NA,NA,NA,0.618055556,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.39,NA,NA,NA,NA,NA,0,NA,14,10,NA,NA,NA,NA,3096
147,91,11/11/85,0,10.3,480,256,0.533,NA,NA,NA,NA,NA,0.533333333,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.2,587,NA,NA,NA,NA,0,NA,18,10.3,NA,NA,9,NA,3382
148,92,11/11/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.2,587,NA,NA,NA,NA,0,NA,18,10.3,NA,NA,9,NA,3382
149,91,11/11/85,0,10.3,480,256,0.533,NA,NA,NA,NA,NA,0.533333333,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.19,582,NA,NA,NA,NA,0,NA,29,10.3,NA,NA,12,NA,3416
150,92,11/11/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.19,582,NA,NA,NA,NA,0,NA,29,10.3,NA,NA,12,NA,3416
151,91,11/11/85,0,10.3,480,256,0.533,NA,NA,NA,NA,NA,0.533333333,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.2,587,NA,NA,NA,NA,0,NA,18,NA,NA,NA,9,NA,3382
152,92,11/11/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.2,587,NA,NA,NA,NA,0,NA,18,NA,NA,NA,9,NA,3382
153,91,11/11/85,0,10.3,480,256,0.533,NA,NA,NA,NA,NA,0.533333333,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.19,582,NA,NA,NA,NA,0,NA,29,NA,NA,NA,12,NA,3416
154,92,11/11/85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,iceoff,0,7.19,582,NA,NA,NA,NA,0,NA,29,NA,NA,NA,12,NA,3416
155,93,1/14/86,0,13.5,750,9.31,0.012,17.5,29,6,0.507,23,0.012413333,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA
156,94,2/27/86,0,11.9,1200,3.8,0.003,17.7,51,34,NA,17,0.003166667,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA
157,95,2/27/86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA
158,94,2/27/86,0,11.9,1200,3.8,0.003,17.7,51,34,NA,17,0.003166667,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,95,2/27/86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,96,4/24/86,0,11.7,870,500,0.575,NA,NA,NA,NA,NA,0.574712644,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.42,575,7.45,NA,3.07,NA,47,NA,3,11.7,154,181,5,13,3561
161,97,5/7/86,0,11.1,460,300,0.652,NA,NA,NA,NA,NA,0.652173913,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
162,98,5/19/86,0,10.7,1400,1150,0.821,NA,NA,NA,NA,NA,0.821428571,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,8.44,NA,6.84,7.03,3.25,3.14,2,NA,10,10.7,392,390,8,12,3317
163,99,5/19/86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,8.44,NA,6.84,7.03,3.25,3.14,2,NA,10,10.7,392,390,8,12,3317
164,98,5/19/86,0,10.7,1400,1150,0.821,NA,NA,NA,NA,NA,0.821428571,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,8.44,NA,6.84,7.03,3.25,3.14,2,NA,10,NA,392,390,8,12,3317
165,99,5/19/86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,8.44,NA,6.84,7.03,3.25,3.14,2,NA,10,NA,392,390,8,12,3317
166,100,6/3/86,0,9.6,1300,890,0.685,NA,NA,NA,NA,NA,0.684615385,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
167,101,6/16/86,0,9.4,1640,1200,0.732,NA,NA,NA,NA,NA,0.731707317,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.94,NA,7,6.97,3.07,3.05,0,NA,6,9.4,177,193,0,4,3316
168,102,6/30/86,0,8.7,1235,925,0.749,NA,NA,NA,NA,NA,0.748987854,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
169,103,7/14/86,0,8.3,337,210,0.623,NA,NA,NA,NA,NA,0.623145401,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,8.02,NA,6.98,7.09,3.13,3.24,2,NA,25,8.3,215,241,4,4,3230
170,104,7/29/86,0,8.2,1010,685,0.678,NA,NA,NA,NA,NA,0.678217822,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
171,105,8/11/86,0,8.2,1040,700,0.673,NA,NA,NA,NA,NA,0.673076923,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,8.12,544,6.9,6.98,3.61,3.33,0,NA,4,8.2,215,224,0,0,3135
172,106,8/25/86,0,9,349,198,0.567,NA,NA,NA,NA,NA,0.567335244,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
173,107,9/8/86,0,8.9,1540,1010,0.656,NA,NA,NA,NA,NA,0.655844156,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.77,NA,6.94,7.06,3.56,3.52,0,NA,2,8.9,227,244,0,0,3081
174,108,9/8/86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.77,NA,6.94,7.06,3.56,3.52,0,NA,2,8.9,227,244,0,0,3081
175,107,9/8/86,0,8.9,1540,1010,0.656,NA,NA,NA,NA,NA,0.655844156,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.82,NA,7.03,7.06,3.31,3.25,0,NA,0,8.9,237,265,0,5,3125
176,108,9/8/86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.82,NA,7.03,7.06,3.31,3.25,0,NA,0,8.9,237,265,0,5,3125
177,107,9/8/86,0,8.9,1540,1010,0.656,NA,NA,NA,NA,NA,0.655844156,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.77,NA,6.94,7.06,3.56,3.52,0,NA,2,NA,227,244,0,0,3081
178,108,9/8/86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.77,NA,6.94,7.06,3.56,3.52,0,NA,2,NA,227,244,0,0,3081
179,107,9/8/86,0,8.9,1540,1010,0.656,NA,NA,NA,NA,NA,0.655844156,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.82,NA,7.03,7.06,3.31,3.25,0,NA,0,NA,237,265,0,5,3125
180,108,9/8/86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.82,NA,7.03,7.06,3.31,3.25,0,NA,0,NA,237,265,0,5,3125
181,109,9/22/86,0,9.4,142,79.5,0.56,NA,NA,NA,NA,NA,0.559859155,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
182,110,10/7/86,0,9,720,420,0.583,NA,NA,NA,NA,NA,0.583333333,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.71,NA,7.28,7.22,3.37,3.33,0,NA,21,9,196,239,3,10,2891
183,111,10/21/86,0,9.2,485,315,0.649,NA,NA,NA,NA,NA,0.649484536,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA
184,112,11/12/86,0,11.1,835,420,0.503,NA,NA,NA,NA,NA,0.502994012,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,iceoff,0,7.45,585,7.54,7.67,3.3,3.42,2,NA,20,11.1,201,305,5,13,3183
185,113,1/14/87,0,14.9,580,35.1,0.061,3.5,24,0,0.342,24,0.060517241,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceon,0,7.99,NA,8.12,8.24,3.32,3.35,0,NA,9,14.9,219,243,0,0,3560
186,114,2/24/87,0,15.5,950,15.2,0.016,13.4,41,0,0.352,41,0.016,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceon,0,7.72,676,8.58,8.65,3.44,3.4,22,NA,29,15.5,240,327,3,11,3683
187,115,3/24/87,0,10.4,1060,740,0.698,0,34,34,0.327,0,0.698113208,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceon,0,7.36,NA,6.36,6.72,2.85,2.79,52,NA,19,10.4,208,216,4,5,2774
188,116,4/20/87,0,12.5,710,680,0.958,NA,NA,NA,NA,NA,0.957746479,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,7.72,573,6.86,7.04,2.79,2.86,7,NA,13,12.5,288,157,7,5,3041
189,117,5/5/87,0,11.7,1050,840,0.8,NA,NA,NA,NA,NA,0.8,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA
190,118,5/20/87,0,10,520,390,0.75,NA,NA,NA,NA,NA,0.75,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,7.83,NA,7.12,7.01,3.29,2.95,0,NA,12,10,174,213,0,0,2915
191,119,6/2/87,0,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
192,120,6/11/87,0,9.1,144,101.5,0.705,NA,NA,NA,NA,NA,0.704861111,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,7.92,NA,7.04,7.01,3.02,3.05,9,NA,190,9.1,152,144,4,8,2872
193,121,6/29/87,0,8.3,1560,1420,0.91,NA,NA,NA,NA,NA,0.91025641,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
194,122,7/13/87,0,8.2,810,650,0.802,NA,NA,NA,NA,NA,0.802469136,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,8.09,NA,6.91,6.98,3.18,3.11,4,NA,57,8.2,180,160,0,0,2852
195,123,7/29/87,0,8,1320,1070,0.811,NA,NA,NA,NA,NA,0.810606061,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
196,124,8/11/87,0,8.2,1120,900,0.804,NA,NA,NA,NA,NA,0.803571429,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,8.03,583,7.13,7.13,3.41,3.39,3,NA,21,8.2,188,186,4,4,2698
197,125,8/26/87,0,8.6,518,370,0.714,NA,NA,NA,NA,NA,0.714285714,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
198,126,9/8/87,0,8.7,189,129,0.683,NA,NA,NA,NA,NA,0.682539683,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,8.03,NA,7.19,7.27,3.37,3.37,0,NA,58,8.7,174,187,0,5,2702
199,127,9/21/87,0,8.9,375,260,0.693,NA,NA,NA,NA,NA,0.693333333,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
200,128,10/5/87,0,9.6,44,28.6,0.65,NA,NA,NA,NA,NA,0.65,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,7.79,NA,7.41,7.46,3.28,3.26,0,NA,0,9.6,159,213,0,6,2856
201,129,10/20/87,0,9.5,330,200,0.606,NA,NA,NA,NA,NA,0.606060606,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
202,130,11/2/87,0,9.1,100,56,0.56,NA,NA,NA,NA,NA,0.56,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,7.33,608,7.92,8.03,3.13,3.24,5,NA,29,9.1,194,337,3,10,3070
203,131,11/16/87,0,9.6,41,26.5,0.646,NA,NA,NA,NA,NA,0.646341463,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
204,132,1/19/88,0,13.6,540,15.4,0.029,2.8,35,16,NA,19,0.028518519,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.67,NA,8.51,8.36,3.38,3.43,26,NA,150,13.6,198,224,0,5,3242
205,133,2/29/88,0,14.1,850,12,0.014,10.4,54,51,0.282,3,0.014117647,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.58,692,9.14,9.13,3.54,3.38,56,NA,11,14.1,242,279,0,7,3471
206,134,4/4/88,0,13.6,1360,545,0.401,0,58,9.5,0.271,48.5,0.400735294,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.52,NA,5.24,5.2,2.21,2.16,81,NA,54,13.6,430,367,14,14,2000
207,135,4/4/88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.52,NA,5.24,5.2,2.21,2.16,81,NA,54,13.6,430,367,14,14,2000
208,134,4/4/88,0,13.6,1360,545,0.401,0,58,9.5,0.271,48.5,0.400735294,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.51,NA,4.9,5.19,1.92,2.13,87,NA,71,13.6,236,224,0,0,2081
209,135,4/4/88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.51,NA,4.9,5.19,1.92,2.13,87,NA,71,13.6,236,224,0,0,2081
210,134,4/4/88,0,13.6,1360,545,0.401,0,58,9.5,0.271,48.5,0.400735294,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.52,NA,5.24,5.2,2.21,2.16,81,NA,54,NA,430,367,14,14,2000
211,135,4/4/88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.52,NA,5.24,5.2,2.21,2.16,81,NA,54,NA,430,367,14,14,2000
212,134,4/4/88,0,13.6,1360,545,0.401,0,58,9.5,0.271,48.5,0.400735294,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.51,NA,4.9,5.19,1.92,2.13,87,NA,71,NA,236,224,0,0,2081
213,135,4/4/88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.51,NA,4.9,5.19,1.92,2.13,87,NA,71,NA,236,224,0,0,2081
214,136,4/25/88,0,12.2,1130,1060,0.938,NA,NA,NA,NA,NA,0.938053097,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,7.5,582,7.62,7.72,2.97,3.17,17,NA,19,12.2,348,384,6,14,3297
215,137,5/9/88,0,11.1,780,560,0.718,NA,NA,NA,NA,NA,0.717948718,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
