,X1.x,daynum,sampledate,depth.x,o2.x,deck,light,frlight.x,avsnow,totice,whiteice,extcoef,blueice,surflite,X1.y,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,# of Transects,Cell Count per cm2,Transect Length (cm),Start XY,Taxa,WaterCol,Functional,X15,X16,X17,X18,X19,End XY,Notes,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage,X1_1,lakeid,year4.x,group,depth.y,ph.x,alk.x,dic.x,tic.x,doc.x,toc.x,no3no2.x,no2.x,nh4.x,o2.y,totnf.x,totnuf.x,totpf.x,totpuf.x,drsif.x,X1,lakeid.x,wtemp,o2,o2sat,cond,frlight.y,chlor,phaeo,ph.y,phair,alk.y,dic.y,tic.y,doc.y,toc.y,no3no2.y,no2.y,nh4.y,totnf.y,totnuf.y,totpf.y,totpuf.y,drsif.y,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,year4frac,lakeid.y,year4.y,rep,sta,depth,surfchlor
605,335,252,9/9/98,0,8.5,1553,1186,0.764,NA,NA,NA,NA,NA,0.763683194,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6401,SP,1998,iceoff,0,8.18,NA,8.48,8.55,3.68,3.77,0,NA,19,8.5,151,165,0,2,2315,311,SP,16.36,7.9,87.87,NA,0.27,4.1,1.4,7.38,7.97,NA,9.08,9.22,3.66,3.66,2.78,NA,40.26,177.78,238.58,2.11,9.84,2635.59,2766.92,2771.59,0.22,NA,NA,NA,NA,NA,NA,0.31,0.03,NA,NA,NA,NA,NA,NA,1998.688,SP,1998,1,1,0,1
606,336,267,9/24/98,0,8.7,90,50.88,0.565,NA,NA,NA,NA,NA,0.565333333,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6423,SP,1998,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,312,SP,15.31,7.65,83.36,NA,0.25,3.51,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998.729,SP,1998,1,1,0,1.5
607,337,279,10/6/98,0,9.5,937,701,0.748,NA,NA,NA,NA,NA,0.748132337,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6442,SP,1998,iceoff,0,7.92,NA,8.32,8.4,3.42,3.62,0,NA,19,9.5,166,184,2,4,2282,313,SP,13.31,8.16,84.65,NA,0.25,3.55,1.95,7.17,7.94,NA,8.95,9.05,3.54,3.54,0.21,NA,52.29,202.46,238.6,6.73,12.44,2613.89,2682.93,2744.7,0.16,NA,NA,NA,NA,NA,NA,0.28,0.04,NA,NA,NA,NA,NA,NA,1998.762,SP,1998,1,1,0,1.8
608,338,279,10/6/98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6442,SP,1998,iceoff,0,7.92,NA,8.32,8.4,3.42,3.62,0,NA,19,9.5,166,184,2,4,2282,313,SP,13.31,8.16,84.65,NA,0.25,3.55,1.95,7.17,7.94,NA,8.95,9.05,3.54,3.54,0.21,NA,52.29,202.46,238.6,6.73,12.44,2613.89,2682.93,2744.7,0.16,NA,NA,NA,NA,NA,NA,0.28,0.04,NA,NA,NA,NA,NA,NA,1998.762,SP,1998,1,1,0,1.8
609,337,279,10/6/98,0,9.5,937,701,0.748,NA,NA,NA,NA,NA,0.748132337,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6443,SP,1998,iceoff,0,7.91,NA,8.28,8.3,3.52,3.44,1,NA,13,9.5,160,201,2,4,2282,313,SP,13.31,8.16,84.65,NA,0.25,3.55,1.95,7.17,7.94,NA,8.95,9.05,3.54,3.54,0.21,NA,52.29,202.46,238.6,6.73,12.44,2613.89,2682.93,2744.7,0.16,NA,NA,NA,NA,NA,NA,0.28,0.04,NA,NA,NA,NA,NA,NA,1998.762,SP,1998,1,1,0,1.8
610,338,279,10/6/98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6443,SP,1998,iceoff,0,7.91,NA,8.28,8.3,3.52,3.44,1,NA,13,9.5,160,201,2,4,2282,313,SP,13.31,8.16,84.65,NA,0.25,3.55,1.95,7.17,7.94,NA,8.95,9.05,3.54,3.54,0.21,NA,52.29,202.46,238.6,6.73,12.44,2613.89,2682.93,2744.7,0.16,NA,NA,NA,NA,NA,NA,0.28,0.04,NA,NA,NA,NA,NA,NA,1998.762,SP,1998,1,1,0,1.8
611,337,279,10/6/98,0,9.5,937,701,0.748,NA,NA,NA,NA,NA,0.748132337,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6444,SP,1998,iceoff,0,7.92,NA,8.32,8.4,3.42,3.62,0,NA,19,NA,166,184,2,4,2282,313,SP,13.31,8.16,84.65,NA,0.25,3.55,1.95,7.17,7.94,NA,8.95,9.05,3.54,3.54,0.21,NA,52.29,202.46,238.6,6.73,12.44,2613.89,2682.93,2744.7,0.16,NA,NA,NA,NA,NA,NA,0.28,0.04,NA,NA,NA,NA,NA,NA,1998.762,SP,1998,1,1,0,1.8
612,338,279,10/6/98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6444,SP,1998,iceoff,0,7.92,NA,8.32,8.4,3.42,3.62,0,NA,19,NA,166,184,2,4,2282,313,SP,13.31,8.16,84.65,NA,0.25,3.55,1.95,7.17,7.94,NA,8.95,9.05,3.54,3.54,0.21,NA,52.29,202.46,238.6,6.73,12.44,2613.89,2682.93,2744.7,0.16,NA,NA,NA,NA,NA,NA,0.28,0.04,NA,NA,NA,NA,NA,NA,1998.762,SP,1998,1,1,0,1.8
613,337,279,10/6/98,0,9.5,937,701,0.748,NA,NA,NA,NA,NA,0.748132337,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6445,SP,1998,iceoff,0,7.91,NA,8.28,8.3,3.52,3.44,1,NA,13,NA,160,201,2,4,2282,313,SP,13.31,8.16,84.65,NA,0.25,3.55,1.95,7.17,7.94,NA,8.95,9.05,3.54,3.54,0.21,NA,52.29,202.46,238.6,6.73,12.44,2613.89,2682.93,2744.7,0.16,NA,NA,NA,NA,NA,NA,0.28,0.04,NA,NA,NA,NA,NA,NA,1998.762,SP,1998,1,1,0,1.8
614,338,279,10/6/98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6445,SP,1998,iceoff,0,7.91,NA,8.28,8.3,3.52,3.44,1,NA,13,NA,160,201,2,4,2282,313,SP,13.31,8.16,84.65,NA,0.25,3.55,1.95,7.17,7.94,NA,8.95,9.05,3.54,3.54,0.21,NA,52.29,202.46,238.6,6.73,12.44,2613.89,2682.93,2744.7,0.16,NA,NA,NA,NA,NA,NA,0.28,0.04,NA,NA,NA,NA,NA,NA,1998.762,SP,1998,1,1,0,1.8
615,339,293,10/20/98,0,9.6,234,124.8,0.533,NA,NA,NA,NA,NA,0.533333333,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6464,SP,1998,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,314,SP,11.34,8.19,80.62,NA,0.22,3.68,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998.8,SP,1998,1,1,0,2.1
616,340,316,11/12/98,0,9.2,815,464.2,0.57,NA,NA,NA,NA,NA,0.569570552,392,Dinobryon,1,NA,1034.087,1034.087,0.007009778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6483,SP,1998,iceoff,0,7.33,661,9.18,9.18,3.68,3.52,2,NA,30,9.2,219,240,5,12,2918,315,SP,7.3,9.21,81.12,92.62,0.11,4.01,0.87,7.34,7.76,660.38,9.11,9.17,3.56,3.62,2,NA,28.99,203.29,227.85,5.49,11.87,2859.71,2619.63,2632,0.14,5.46,2.23,9.87,2.87,2.44,0.69,0.11,0,NA,NA,NA,NA,NA,NA,1998.863,SP,1998,1,1,0,3.9
617,341,18,1/18/99,0,13.6,220,0,0,22.9,26,0,NA,26,0,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6505,SP,1999,iceon,0,7.59,NA,9.6,9.82,3.51,3.38,12,NA,61,13.6,258,226,3,10,3068,316,SP,2.25,11.06,85.25,NA,1,2.04,1.29,7.29,7.71,NA,9.29,9.44,3.18,3.08,22.67,NA,112.97,294.06,260.5,9.34,8.71,3072.99,3194.29,3116.1,0,NA,NA,NA,NA,NA,NA,0.02,0.03,NA,NA,NA,NA,NA,NA,1999.047,SP,1999,1,1,0,2
618,342,54,2/23/99,0,13.2,1262,9.66,0.008,9,41,14,NA,27,0.007654517,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6526,SP,1999,iceon,0,7.54,731,9.44,9.58,3.44,3.24,32,NA,72,13.2,447,576,5,15,3068,317,SP,2.36,10.07,77.63,97.08,0.13,0.92,0.77,7.21,8,709.51,9.19,9.24,3.19,2.95,52.09,NA,152.91,516.18,662.08,5.67,16.35,3364.29,3493.32,3414.83,0,6.13,2.1,11.18,3.15,2.74,0.82,0.88,0.12,NA,NA,NA,NA,NA,NA,1999.145,SP,1999,1,1,0,5.1
619,343,83,3/24/99,0,15.8,1371,137.8,0.101,1,53,17,0.418,36,0.100510576,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6548,SP,1999,iceon,0,8.08,NA,9.58,9.66,3.64,3.61,34,NA,23,15.8,256,295,2,0,3191,318,SP,2.5,10.13,78.2,NA,0.23,2.94,0.81,7.26,7.76,NA,10.17,10.42,3.57,3.39,89.44,NA,251.13,465.31,501.94,17.91,19.79,3943.85,3972.46,3868.08,0,NA,NA,NA,NA,NA,NA,2.39,0.15,NA,NA,NA,NA,NA,NA,1999.225,SP,1999,1,1,0,0.6
620,344,124,5/4/99,0,12.2,1585,1104,0.697,NA,NA,NA,NA,NA,0.696529968,396,Dinobryon,4,NA,1034.087,4136.348,0.018197319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6570,SP,1999,iceoff,0,8.14,649,8.37,8.61,2.99,2.89,0,NA,9,12.2,147,117,4,29,2700,319,SP,7.66,13.28,117.91,91.74,0.23,4.69,0.08,7.8,8.05,647.96,8.53,8.72,2.91,2.83,6.94,NA,18.03,147.66,174.61,4.97,14.09,2862.44,2715.75,2720.24,0,5.28,2,10.68,3.01,2.57,0.73,0.04,0.02,NA,NA,NA,NA,NA,NA,1999.337,SP,1999,1,1,0,3.3
621,345,140,5/20/99,0,10.4,421,265.73,0.631,NA,NA,NA,NA,NA,0.631187648,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6592,SP,1999,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,320,SP,10.01,11.04,103.66,NA,0.22,2.92,10.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999.381,SP,1999,1,1,0,1.5
622,346,153,6/2/99,0,9.4,509,301.81,0.593,NA,NA,NA,NA,NA,0.592946955,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6612,SP,1999,iceoff,0,8.16,NA,8.24,8.45,3.34,3.16,2,NA,56,9.4,280,325,11,15,2577,321,SP,11.17,10.39,100.36,NA,0.21,3.91,0.68,7.58,8.02,NA,8.57,8.8,3.26,3.17,5.42,NA,50.92,301.36,342.55,11.76,18.88,2767.27,2628.08,2707.68,0,NA,NA,NA,NA,NA,NA,0.01,0.01,NA,NA,NA,NA,NA,NA,1999.416,SP,1999,1,1,0,4.1
623,347,167,6/16/99,0,8.4,716,410.47,0.573,NA,NA,NA,NA,NA,0.573282123,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6634,SP,1999,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,322,SP,12.61,9.39,93.39,NA,0.28,4.35,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999.455,SP,1999,1,1,0,2.1
624,348,182,7/1/99,0,8.4,1745,1354.3,0.776,NA,NA,NA,NA,NA,0.776103152,400,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6654,SP,1999,iceoff,0,8.09,NA,8.29,8.41,3.32,3.36,2,NA,7,8.4,136,211,2,4,2555,323,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,1,1,0,1.3
625,349,182,7/1/99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6654,SP,1999,iceoff,0,8.09,NA,8.29,8.41,3.32,3.36,2,NA,7,8.4,136,211,2,4,2555,323,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,1,1,0,1.3
626,348,182,7/1/99,0,8.4,1745,1354.3,0.776,NA,NA,NA,NA,NA,0.776103152,401,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6655,SP,1999,iceoff,0,8.1,NA,8.38,8.47,3.3,3.67,1,NA,7,8.4,131,181,1,4,2491,323,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,1,1,0,1.3
627,349,182,7/1/99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6655,SP,1999,iceoff,0,8.1,NA,8.38,8.47,3.3,3.67,1,NA,7,8.4,131,181,1,4,2491,323,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,1,1,0,1.3
628,348,182,7/1/99,0,8.4,1745,1354.3,0.776,NA,NA,NA,NA,NA,0.776103152,402,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6656,SP,1999,iceoff,0,8.09,NA,8.29,8.41,3.32,3.36,2,NA,7,NA,136,211,2,4,2555,323,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,1,1,0,1.3
629,349,182,7/1/99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6656,SP,1999,iceoff,0,8.09,NA,8.29,8.41,3.32,3.36,2,NA,7,NA,136,211,2,4,2555,323,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,1,1,0,1.3
630,348,182,7/1/99,0,8.4,1745,1354.3,0.776,NA,NA,NA,NA,NA,0.776103152,403,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6657,SP,1999,iceoff,0,8.1,NA,8.38,8.47,3.3,3.67,1,NA,7,NA,131,181,1,4,2491,323,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,1,1,0,1.3
631,349,182,7/1/99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6657,SP,1999,iceoff,0,8.1,NA,8.38,8.47,3.3,3.67,1,NA,7,NA,131,181,1,4,2491,323,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,1,1,0,1.3
632,348,182,7/1/99,0,8.4,1745,1354.3,0.776,NA,NA,NA,NA,NA,0.776103152,400,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6654,SP,1999,iceoff,0,8.09,NA,8.29,8.41,3.32,3.36,2,NA,7,8.4,136,211,2,4,2555,324,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,2,1,0,0.9
633,349,182,7/1/99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6654,SP,1999,iceoff,0,8.09,NA,8.29,8.41,3.32,3.36,2,NA,7,8.4,136,211,2,4,2555,324,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,2,1,0,0.9
634,348,182,7/1/99,0,8.4,1745,1354.3,0.776,NA,NA,NA,NA,NA,0.776103152,401,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6655,SP,1999,iceoff,0,8.1,NA,8.38,8.47,3.3,3.67,1,NA,7,8.4,131,181,1,4,2491,324,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,2,1,0,0.9
635,349,182,7/1/99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6655,SP,1999,iceoff,0,8.1,NA,8.38,8.47,3.3,3.67,1,NA,7,8.4,131,181,1,4,2491,324,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,2,1,0,0.9
636,348,182,7/1/99,0,8.4,1745,1354.3,0.776,NA,NA,NA,NA,NA,0.776103152,402,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6656,SP,1999,iceoff,0,8.09,NA,8.29,8.41,3.32,3.36,2,NA,7,NA,136,211,2,4,2555,324,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,2,1,0,0.9
637,349,182,7/1/99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6656,SP,1999,iceoff,0,8.09,NA,8.29,8.41,3.32,3.36,2,NA,7,NA,136,211,2,4,2555,324,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,2,1,0,0.9
638,348,182,7/1/99,0,8.4,1745,1354.3,0.776,NA,NA,NA,NA,NA,0.776103152,403,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6657,SP,1999,iceoff,0,8.1,NA,8.38,8.47,3.3,3.67,1,NA,7,NA,131,181,1,4,2491,324,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,2,1,0,0.9
639,349,182,7/1/99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Dinobryon,11,NA,1034.087,11374.957,0.15176173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6657,SP,1999,iceoff,0,8.1,NA,8.38,8.47,3.3,3.67,1,NA,7,NA,131,181,1,4,2491,324,SP,14.01,9.63,98.66,NA,0.22,2.72,1.48,7.59,8.18,NA,8.87,8.93,3.31,3.28,1.22,NA,45.69,189.97,224.61,5.24,10.31,2722.64,2800.29,2829.87,0,NA,NA,NA,NA,NA,NA,0.23,0.02,NA,NA,NA,NA,NA,NA,1999.496,SP,1999,2,1,0,0.9
640,350,196,7/15/99,0,8.3,1236,961.2,0.778,NA,NA,NA,NA,NA,0.777669903,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6676,SP,1999,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,325,SP,15.07,9.45,99.1,NA,0.26,3.25,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999.534,SP,1999,1,1,0,2.4
641,351,209,7/28/99,0,7.8,1781,1298,0.729,NA,NA,NA,NA,NA,0.728804043,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6696,SP,1999,iceoff,0,8.17,NA,7.78,7.86,3.38,3.43,1,NA,2,7.8,146,193,0,3,2463,326,SP,17.07,9.17,100.34,NA,0.28,3.65,2.56,7.45,7.85,NA,8.42,8.62,3.22,3.19,1.56,NA,41.87,193.48,233.3,3.9,8.97,2655.09,2573.29,2743.74,0,NA,NA,NA,NA,NA,NA,0.2,0.02,NA,NA,NA,NA,NA,NA,1999.57,SP,1999,1,1,0,1.8
