,sampledate,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,Taxa,WaterCol,Functional,year4,group,depth,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2,totnf,totnuf,totpf,totpuf,drsif
612,6/19/07,Limnothrix,26,NA,5.642771,146.712046,0.002297238,NA,NA,NA,2007,iceoff,0,8.05,NA,7.83,7.78,3.02,2.95,3,NA,10,8.4,210,242,3,8,3066
613,6/19/07,Limnothrix,26,NA,5.642771,146.712046,0.002297238,NA,NA,NA,2007,iceoff,0,8.06,NA,7.41,7.63,3.01,2.93,4,NA,16,8.4,174,254,0,7,3051
614,6/19/07,Limnothrix,26,NA,5.642771,146.712046,0.002297238,NA,NA,NA,2007,iceoff,0,8.05,NA,7.83,7.78,3.02,2.95,3,NA,10,NA,210,242,3,8,3066
615,6/19/07,Limnothrix,26,NA,5.642771,146.712046,0.002297238,NA,NA,NA,2007,iceoff,0,8.06,NA,7.41,7.63,3.01,2.93,4,NA,16,NA,174,254,0,7,3051
616,7/2/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
617,7/16/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,8.3,NA,7.71,7.98,3.26,2.97,3,NA,6,8.4,229,268,5,8,2810
618,7/23/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,8.2,NA,7.53,7.63,3.26,3.71,NA,NA,NA,8.7,NA,NA,NA,NA,3013
619,7/23/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,8.11,NA,7.61,8.02,3.39,2.98,NA,NA,NA,8.7,NA,NA,NA,NA,2810
620,7/23/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,8.2,NA,7.53,7.63,3.26,3.71,NA,NA,NA,NA,NA,NA,NA,NA,3013
621,7/23/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,8.11,NA,7.61,8.02,3.39,2.98,NA,NA,NA,NA,NA,NA,NA,NA,2810
622,7/30/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
623,8/13/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,8.26,701,7.87,7.67,3.12,2.83,10,NA,1,8.2,181,249,3,4,3040
624,8/27/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
625,9/11/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,8.16,NA,7.84,8,3.24,3.04,2,NA,26,8.5,141,180,4,6,3134
626,9/24/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
627,10/10/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,7.91,NA,NA,NA,NA,NA,18,NA,14,9.3,232,271,2,4,2889
628,10/23/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
629,11/12/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,iceoff,0,7.53,678,8.38,8.53,2.97,2.79,6,NA,19,10.5,237,262,3,8,2982
630,1/17/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceon,0,7.78,NA,9.03,9.58,3.51,3.37,7,NA,32,14.3,335,325,5,9,3243
631,1/17/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceon,0,7.78,NA,9.03,9.58,3.51,3.37,7,NA,32,NA,335,325,5,9,3243
632,3/3/08,Limnothrix,6,NA,5.642771,33.856626,0.004566426,NA,NA,NA,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,14.6,241,269,5,7,3348
633,3/3/08,Limnothrix,6,NA,5.642771,33.856626,0.004566426,NA,NA,NA,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,14.6,220,242,2,8,3627
634,3/3/08,Limnothrix,6,NA,5.642771,33.856626,0.004566426,NA,NA,NA,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,NA,241,269,5,7,3348
635,3/3/08,Limnothrix,6,NA,5.642771,33.856626,0.004566426,NA,NA,NA,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,NA,220,242,2,8,3627
636,3/27/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceon,0,7.56,NA,9.8,9.76,3.41,3.38,14,NA,20,13.7,279,255,6,7,3282
637,5/13/08,Limnothrix,23,NA,5.642771,129.783733,0.001277171,NA,NA,NA,2008,iceoff,0,7.62,688,8.51,8.7,3.27,3.18,42,NA,20,11.3,246,270,3,7,3449
638,5/19/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA
639,6/2/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceoff,0,8.07,NA,7.84,7.78,3.16,3.1,4,NA,8,10.3,156,196,7,0,3166
640,6/18/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
641,7/1/08,Limnothrix,64,NA,5.642771,361.137344,0.002630222,NA,NA,NA,2008,iceoff,0,8.24,NA,7.83,7.96,3.18,3.05,1,NA,2,9,209,240,15,18,3405
642,7/15/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA
643,7/29/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceoff,0,8.27,NA,7.67,7.81,3.27,3.27,4,NA,0,8.6,185,196,4,5,3093
644,8/12/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
645,8/25/08,Limnothrix,72,NA,5.642771,406.279512,0.005675515,NA,NA,NA,2008,iceoff,0,8.24,717,8.31,8.11,3.5,3.35,2,NA,1,8.2,185,196,4,5,2782
646,8/25/08,Limnothrix,72,NA,5.642771,406.279512,0.005675515,NA,NA,NA,2008,iceoff,0,8.18,717,8.25,8.23,3.49,3.33,2,NA,2,8.2,204,208,4,5,2770
647,8/25/08,Limnothrix,72,NA,5.642771,406.279512,0.005675515,NA,NA,NA,2008,iceoff,0,8.24,717,8.31,8.11,3.5,3.35,2,NA,1,NA,185,196,4,5,2782
648,8/25/08,Limnothrix,72,NA,5.642771,406.279512,0.005675515,NA,NA,NA,2008,iceoff,0,8.18,717,8.25,8.23,3.49,3.33,2,NA,2,NA,204,208,4,5,2770
649,9/8/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
650,9/23/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceoff,0,8.09,NA,7.95,7.85,3.05,3.08,2,NA,1,9.3,284,290,3,5,2776
651,10/7/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
652,10/20/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,iceoff,0,7.75,NA,8.3,8.28,3.22,2.92,5,NA,0,11.6,1653,1640,0,0,2989
653,11/12/08,Limnothrix,11,NA,5.642771,62.070481,0.000806002,NA,NA,NA,2008,iceoff,0,7.5,691,8.46,8.54,3.2,3.12,18,NA,27,10.1,212,257,2,8,3191
654,1/20/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceon,0,7.85,NA,9.59,9.53,3.46,3.21,8,NA,9,15.3,295,0,8,9,NA
655,2/24/09,Limnothrix,50,NA,5.642771,282.13855,0.005003588,NA,NA,NA,2009,iceon,0,7.64,836,10.12,10.39,3.48,3.3,6,NA,0,14.5,135,223,4,10,3869
656,3/20/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceon,0,7.72,NA,5.28,4.61,2.15,1.93,135,NA,153,13.1,454,303,3,2,1857
657,3/20/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceon,0,7.72,NA,5.14,4.46,2.25,2,132,NA,144,13.1,368,303,9,6,1625
658,3/20/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceon,0,7.72,NA,5.28,4.61,2.15,1.93,135,NA,153,NA,454,303,3,2,1857
659,3/20/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceon,0,7.72,NA,5.14,4.46,2.25,2,132,NA,144,NA,368,303,9,6,1625
660,4/29/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,706,8.34,8.47,3.16,3.16,13,NA,4,12.2,164,245,5,7,3139
661,5/13/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA
662,5/27/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.91,NA,8.55,8.71,2.73,2.7,2,NA,6,10.5,218,277,0,5,3073
663,5/27/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.91,NA,8.53,NA,2.83,NA,6,NA,30,10.5,222,261,0,0,3067
664,5/27/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.91,NA,8.55,8.71,2.73,2.7,2,NA,6,NA,218,277,0,5,3073
665,5/27/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.91,NA,8.53,NA,2.83,NA,6,NA,30,NA,222,261,0,0,3067
666,6/10/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA
667,6/25/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,8.16,NA,8.56,9.26,3.39,3.28,2,NA,8,8.9,228,252,0,0,3240
668,7/9/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
669,7/22/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,8.14,NA,8.13,8.32,3.52,3.34,3,NA,11,8.8,219,252,0,0,3157
670,8/6/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
671,8/19/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,8.22,719,7.98,8.62,3.26,3.11,7,NA,18,8.5,203,198,3,4,3098
672,9/3/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
673,9/17/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,8.3,NA,7.7,7.33,3.15,3.29,3,NA,5,8.7,210,227,0,1,2988
674,9/17/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,8.23,NA,7.41,6.93,3.39,3.12,2,NA,2,8.7,212,229,1,2,2994
675,9/17/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,8.3,NA,7.7,7.33,3.15,3.29,3,NA,5,NA,210,227,0,1,2988
676,9/17/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,8.23,NA,7.41,6.93,3.39,3.12,2,NA,2,NA,212,229,1,2,2994
677,10/1/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
678,10/14/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.78,NA,8.57,9.06,3.06,2.97,11,NA,19,9.3,176,200,4,7,3130
679,10/29/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
680,11/11/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,739,8.52,8.38,3.1,3.21,14,NA,38,10.1,224,262,4,9,3272
681,11/11/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,728,8.55,8.3,3.12,3.45,12,NA,31,10.1,267,261,4,8,3277
682,11/11/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,739,8.52,8.38,3.1,3.21,14,NA,38,NA,224,262,4,9,3272
683,11/11/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,iceoff,0,7.58,728,8.55,8.3,3.12,3.45,12,NA,31,NA,267,261,4,8,3277
684,1/12/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.31,NA,8.56,8.54,3.47,3.65,4,NA,6,16.4,316,336,10,14,4122
685,2/11/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.16,854,11.59,11.69,3.76,3.66,10,NA,10,15.9,282,288,1,5,3965
686,2/11/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.14,850,12.16,11.28,3.95,3.45,24,NA,4,15.9,255,305,1,5,3956
687,2/11/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.16,854,11.59,11.69,3.76,3.66,10,NA,10,NA,282,288,1,5,3965
688,2/11/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceon,0,8.14,850,12.16,11.28,3.95,3.45,24,NA,4,NA,255,305,1,5,3956
689,4/12/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,7.74,767,8.92,9.91,3.18,3.09,3,NA,21,12.1,185,227,8,11,3460
690,4/27/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA
691,5/10/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,7.99,NA,7.68,7.99,0.83,0.61,3,NA,0,11,164,225,8,11,3295
692,5/24/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA
693,6/8/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,8.27,NA,8.37,8.18,2.93,2.79,10,NA,76,8.7,164,189,8,6,3769
694,6/21/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
695,6/21/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,7/6/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,8.11,NA,7.62,7.29,2.86,2.86,1,NA,15,8.3,133,169,6,8,1478
697,7/20/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
698,8/3/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,8.45,695,7.4,3.08,2.89,1.72,2,NA,9,8.1,182,207,7,10,2877
699,8/17/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
700,9/1/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,8.4,NA,7.57,8,3.15,3.11,2,NA,10,8.3,285,294,4,4,2948
701,9/14/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
702,9/28/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,7.85,NA,8.29,8.1,3.02,2.89,2,NA,24,8.6,189,207,8,10,2610
703,10/12/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
704,10/26/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,7.61,NA,7.27,7.31,12.42,12.17,6,NA,24,9.7,134,165,10,18,2771
705,11/11/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,iceoff,0,7.6,728,8,7.68,10.32,10.06,5,NA,33,10,183,193,4,8,3260
706,1/18/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,8.48,8.97,NA,NA,53,NA,53,13.6,257,280,11,13,2925
707,1/18/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,9.08,8.71,NA,NA,45,NA,45,13.6,247,267,11,10,3278
708,1/18/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,8.48,8.97,NA,NA,53,NA,53,NA,257,280,11,13,2925
709,1/18/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.76,NA,9.08,8.71,NA,NA,45,NA,45,NA,247,267,11,10,3278
710,2/14/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,7.71,868,9.17,8.79,2.92,2.71,12,NA,15,13.6,255,259,11,13,3106
711,3/21/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceon,0,8.06,NA,6.76,6.77,2.58,2.38,141,NA,169,13.4,385,424,0,9,2623
712,5/3/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.48,718,8.68,8.7,2.53,2.5,24,NA,40,10.6,205,265,3,13,4283
713,5/16/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA
714,6/3/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.17,NA,7.98,8.02,2.83,2.65,3,NA,11,10,152,178,2,4,3520
715,6/13/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
716,6/28/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.01,NA,7.7,8.16,2.47,2.56,6,NA,0,9,142,176,8,7,3278
717,7/11/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
718,7/26/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.15,NA,8.83,9.45,NA,NA,4,NA,0,8.3,204,212,2,4,2842
719,7/26/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.09,NA,NA,NA,NA,NA,2,NA,0,8.3,203,219,67,5,2852
720,7/26/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.15,NA,8.83,9.45,NA,NA,4,NA,0,NA,204,212,2,4,2842
721,7/26/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.09,NA,NA,NA,NA,NA,2,NA,0,NA,203,219,67,5,2852
722,8/8/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
723,8/22/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.25,678,7.48,7.78,2.63,2.6,3,NA,0,8.6,308,291,0,0,2696
724,9/6/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
725,9/20/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,8.17,NA,7.93,7.72,NA,NA,27,NA,34,9.3,236,182,14,11,3011
726,10/4/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
727,10/17/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.9,NA,NA,NA,NA,NA,0,NA,0,9.5,188,190,4,5,NA
728,10/31/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
729,11/15/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.5,659,NA,NA,NA,NA,89,NA,242,9.7,172,212,5,10,NA
730,11/15/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.51,662,NA,NA,NA,NA,86,NA,298,9.7,158,203,8,14,NA
731,11/15/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.5,659,NA,NA,NA,NA,89,NA,242,NA,172,212,5,10,NA
732,11/15/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,iceoff,0,7.51,662,NA,NA,NA,NA,86,NA,298,NA,158,203,8,14,NA
733,1/12/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.95,NA,8.79,8.6,3.06,3,5,NA,18,13.3,182,204,5,10,3239
734,2/21/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,682,8.56,9.37,2.62,2.65,8,NA,25,12.7,134,141,0,0,3185
735,2/21/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,746,8,8.62,2.72,2.67,8,NA,25,12.7,340,116,0,0,3228
736,2/21/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,682,8.56,9.37,2.62,2.65,8,NA,25,NA,134,141,0,0,3185
737,2/21/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceon,0,7.78,746,8,8.62,2.72,2.67,8,NA,25,NA,340,116,0,0,3228
738,4/2/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,7.46,637,7.95,8.51,2.82,2.51,52,NA,9,10.5,250,263,0,0,3754
739,4/17/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA
740,5/2/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.01,NA,9.19,9.04,2.62,2.42,2,NA,8,11.4,226,280,0,0,3552
741,5/2/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.03,NA,9.21,7.71,2.57,2.49,12,NA,13,11.4,252,263,0,0,3527
742,5/2/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.01,NA,9.19,9.04,2.62,2.42,2,NA,8,NA,226,280,0,0,3552
743,5/2/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.03,NA,9.21,7.71,2.57,2.49,12,NA,13,NA,252,263,0,0,3527
744,5/16/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA
745,5/31/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.04,NA,8.24,7.71,2.49,2.64,6,NA,18,9.5,72,68,0,0,3034
746,6/14/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
747,6/27/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.22,NA,8.09,8.88,2.73,2.7,4,NA,9,8.7,145,138,0,0,2956
748,7/12/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
749,7/25/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.45,NA,8.53,8.33,2.94,2.79,3,NA,6,8.2,156,165,1,2,2666
750,8/9/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
751,8/23/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.46,696,7.26,7.36,2.71,2.43,0,NA,3,8.9,90,146,0,0,2683
752,8/23/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.52,702,7.17,7.72,2.53,2.46,0,NA,0,8.9,95,97,0,0,2672
753,8/23/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.46,696,7.26,7.36,2.71,2.43,0,NA,3,NA,90,146,0,0,2683
754,8/23/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.52,702,7.17,7.72,2.53,2.46,0,NA,0,NA,95,97,0,0,2672
755,9/5/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
756,9/17/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,8.42,NA,7.19,7.96,2.82,2.62,1,NA,140,9.1,216,201,4,6,3129
757,10/4/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA
758,10/19/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,7.51,NA,10.11,9.95,2.76,2.59,34,NA,228,9.1,54,59,3,6,2790
759,10/31/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
760,11/12/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,iceoff,0,7.47,985,9.65,9.21,2.69,2.73,6,NA,31,9.9,179,194,4,8,3151
761,1/14/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,iceon,0,7.69,NA,8.64,9.34,2.78,2.66,17,NA,45,13.9,230,223,6,8,3176
762,2/25/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,iceon,0,7.57,700,9.18,9.47,2.71,2.84,15,NA,73,12.3,424,445,0,2,2677
763,3/29/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,iceon,0,7.65,NA,8.76,9.49,10.78,10.91,32,NA,7,11.7,188,231,0,0,2322
764,5/16/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,iceoff,0,7.49,971,8.13,8.38,2.81,2.41,24,NA,33,11,182,200,0,0,2930
