sampledate.x,wtemp,o2,o2sat,cond,frlight,chlor.x,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,chlDate,chlor.y,datePlus1,dateMinus1,year4,daynum,avsnow,totice,whiteice,blueice,lakeid,sampledate,division,taxa_name,genus,biovolume_conc,Season,bv.datePlus1,bv.dateMinus1
7/10/85,14.47,8.49,88.9,75.74,0.24,3.09,0.13,7.28,NA,NA,NA,NA,NA,NA,9.44,NA,11.35,NA,NA,NA,NA,3307.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/10/85,1.4,7/11/85,7/9/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/22/85,15.08,9.04,95.49,75.74,0.22,3.36,0.32,7.26,NA,NA,NA,NA,NA,NA,9.58,NA,23.89,NA,NA,NA,NA,3251.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/22/85,2.2,7/23/85,7/21/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/5/85,15.58,8.95,96,76.71,0.22,3.1,0.12,7.26,NA,NA,NA,NA,NA,NA,7.13,NA,21.42,NA,NA,NA,NA,3327.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/5/85,1.1,8/6/85,8/4/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/19/85,14.64,8.65,91.24,75.26,0.2,3.36,0.76,7.3,NA,589.57,7.48,NA,3.35,NA,3.27,NA,41.35,NA,NA,5.09,NA,3309.76,NA,NA,NA,2.86,3.07,8.92,2.61,1.75,0.63,NA,NA,8/19/85,2.2,8/20/85,8/18/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/10/85,14.59,8.28,87.9,76.75,0.24,3.66,0.79,7.27,NA,NA,NA,NA,NA,NA,0.35,NA,32.7,NA,NA,NA,NA,3327.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/10/85,1.7,9/11/85,9/9/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/85,11.73,8.01,79.93,75.98,0.3,3.95,0.75,7.21,NA,NA,NA,NA,NA,NA,0.11,NA,31.73,NA,NA,NA,NA,3272.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/85,2.5,10/1/85,9/29/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/23/85,9.2,8.7,80.93,76.62,0.18,3.21,0.72,7.08,NA,NA,NA,NA,NA,NA,0,NA,35.3,NA,NA,NA,NA,3367.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/85,2.2,10/24/85,10/22/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/85,6.11,10.06,86.04,75.49,0.13,3.65,0.18,7.19,NA,586.72,NA,NA,NA,NA,0,NA,18.49,NA,NA,9.55,NA,3388.73,NA,NA,NA,2.92,3.19,8.85,2.57,1.7,0.67,NA,NA,11/11/85,3.9,11/12/85,11/10/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/14/86,3.24,9.73,76.9,77.56,0.2,1.23,0.21,7.07,NA,NA,NA,NA,NA,NA,31.61,NA,80.32,NA,NA,NA,NA,3724.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/14/86,4.2,1/15/86,1/13/86,1986,14,17.5,29,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/27/86,3.16,8.64,68.15,79.17,0.33,0.66,0.27,6.98,NA,647.99,8.38,NA,3.03,NA,70.02,NA,102.51,NA,NA,9.03,NA,3906.12,NA,NA,NA,3.18,3.13,9.41,2.68,1.81,0.66,NA,NA,2/27/86,2.5,2/28/86,2/26/86,1986,58,17.7,51,34,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/24/86,5.87,11.5,97.77,74,0.15,5.68,0.26,7.36,NA,567.58,7.51,7.67,3,2.94,50.61,NA,5.52,147.12,213.86,4.38,15.08,3572.03,3194.83,3258.83,0.71,3.04,3.16,8.75,2.45,1.74,0.64,NA,NA,4/24/86,5.8,4/25/86,4/23/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/7/86,9.07,10.98,101.26,NA,0.17,7.82,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/7/86,4.9,5/8/86,5/6/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/19/86,10.47,10.56,101.06,NA,0.21,7.34,0.79,7.55,NA,NA,7.21,7.36,3.12,3.02,0.84,NA,17.26,346.33,424.51,7.76,14.45,3372.27,3621.84,3576.04,1.37,NA,NA,NA,NA,NA,NA,NA,NA,5/19/86,2.4,5/20/86,5/18/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/19/86,10.47,10.56,101.06,NA,0.21,7.34,0.79,7.55,NA,NA,7.21,7.36,3.12,3.02,0.84,NA,17.26,346.33,424.51,7.76,14.45,3372.27,3621.84,3576.04,1.37,NA,NA,NA,NA,NA,NA,NA,NA,5/19/86,1.4,5/20/86,5/18/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/3/86,12.21,9.73,97.14,NA,0.23,3.94,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/3/86,1.2,6/4/86,6/2/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/16/86,13.37,9.23,94.42,NA,0.24,3.53,0.87,7.47,NA,NA,7.22,7.37,3.02,2.99,0,NA,8.47,171.53,249.03,0,8.73,3372.78,3158.53,3241.87,1,NA,NA,NA,NA,NA,NA,NA,NA,6/16/86,1.2,6/17/86,6/15/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/30/86,14.9,8.5,90.66,NA,0.25,2.95,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/30/86,0.9,7/1/86,6/29/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/14/86,15.34,7.99,86.31,NA,0.22,2.47,0.97,7.44,NA,NA,7.46,7.55,3.03,3.07,0.45,NA,19.95,235.03,257.63,7.23,7.16,3313.91,3282.03,3343.85,0.27,NA,NA,NA,NA,NA,NA,NA,NA,7/14/86,1.1,7/15/86,7/13/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/29/86,17.33,8,90.58,NA,0.23,2.36,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/86,0.9,7/30/86,7/28/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/11/86,16.55,7.7,86.09,74.87,0.21,2.67,1.11,7.44,NA,557.59,7.58,7.69,3.68,3.18,0,NA,16.75,231.18,266.99,2.13,7.75,3322.8,3418.84,3523.74,0.32,3.11,3.1,8.96,2.72,1.78,0.63,NA,NA,8/11/86,1.6,8/12/86,8/10/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/86,15.92,8.04,88.96,NA,0.21,3.05,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/25/86,1.7,8/26/86,8/24/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/86,14.63,7.51,81.09,NA,0.25,2.44,0.81,7.25,NA,NA,7.69,7.86,3.39,3.31,0,NA,14.67,259.86,292.91,2.41,6.78,3319.35,3217.37,3234.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/8/86,1.2,9/9/86,9/7/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/86,13.1,7.61,79.06,NA,0.2,3.38,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/22/86,2.4,9/23/86,9/21/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/7/86,12.24,7.18,72.97,NA,0.18,3.18,1,7.26,NA,NA,7.93,8.02,3.18,3.15,0,NA,30.35,220.67,261.61,7.21,15.77,3225.59,3163.23,3302.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/7/86,3,10/8/86,10/6/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/21/86,9.77,8.06,75.9,NA,0.18,2.74,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/21/86,1.4,10/22/86,10/20/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/12/86,5.89,10.95,93.16,76.13,0.14,3.3,0.78,7.45,NA,585.49,7.52,7.63,3.43,3.24,2.01,NA,20.11,204.32,276.72,7.27,13.22,3178.43,3145.55,3245.12,1.03,3.15,3.01,8.91,2.68,1.87,0.63,NA,NA,11/12/86,3.4,11/13/86,11/11/86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/14/87,2.84,11.11,87.06,NA,0.23,2.19,0.49,7.4,7.95,NA,8.07,8.16,3.04,3,17.78,NA,72.01,298.46,311.41,0,3.72,3573.77,3417.88,3416.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/14/87,2.8,1/15/87,1/13/87,1987,14,3.5,24,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/24/87,2.83,10.44,81.65,83.32,0.24,2.18,0.52,7.22,7.94,596.83,8.44,8.52,2.91,2.87,110.02,NA,18.96,332.41,359.86,2.64,7.63,3551.75,3407.23,3537.19,NA,3.5,3.28,9.28,2.7,1.86,0.66,NA,NA,2/24/87,9.6,2/25/87,2/23/87,1987,55,13.4,41,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/24/87,4.03,10.81,87.66,NA,0.25,4.16,0.73,7.19,7.9,NA,7.7,7.87,3.02,2.89,61.37,NA,15.42,231.11,268.39,4.13,8.62,3168.37,3121.71,3245.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/24/87,0.2,3/25/87,3/23/87,1987,83,0,34,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/20/87,6.74,11.51,100.54,71.6,0.19,3.96,0.58,7.35,7.92,588.41,7.54,7.61,2.75,2.85,23.45,NA,23.68,232.17,212.21,3.92,7.72,3265.15,3207.22,3287.52,0.91,3.43,3.04,8.99,2.58,1.86,0.68,NA,NA,4/20/87,2.8,4/21/87,4/19/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/5/87,8.88,11.44,105.37,NA,0.23,4.89,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/5/87,2.2,5/6/87,5/4/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/87,10.8,10.1,97.27,NA,0.23,3.66,1.12,7.48,8.02,NA,7.41,7.53,2.97,2.99,0.69,NA,12.33,180.7,247,0.1,5.96,3034.88,2897.67,2990.28,0.53,NA,NA,NA,NA,NA,NA,NA,NA,5/20/87,1.8,5/21/87,5/19/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/2/87,12.97,10.09,102,NA,NA,2.59,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/2/87,0.8,6/3/87,6/1/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/87,13.2,9.87,100.32,NA,0.25,2.62,0.39,7.47,7.92,NA,7.49,7.6,2.94,2.98,2.49,NA,49.56,177.02,205.85,4.86,11.59,3119.96,3077.16,3130.95,0.89,NA,NA,NA,NA,NA,NA,NA,NA,6/11/87,1,6/12/87,6/10/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/29/87,15.22,8.99,95.82,NA,0.25,2.21,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/29/87,0.1,6/30/87,6/28/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/13/87,15.77,8.83,95.16,NA,0.23,2.51,0.64,7.49,8,NA,7.57,7.69,3.14,3.09,5.11,NA,68.77,183.43,220.07,1.01,8.46,3045.29,3079.03,3200.72,0.47,NA,NA,NA,NA,NA,NA,NA,NA,7/13/87,1.4,7/14/87,7/12/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/29/87,17.36,8.36,93.61,NA,0.26,2.36,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/87,0.4,7/30/87,7/28/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/11/87,16.67,8.54,94.28,78.12,0.27,3.35,0.72,7.41,7.97,595.69,7.73,7.82,3.35,3.27,4.11,NA,86.18,192.45,227.35,6.06,12.45,3027.55,2957.44,3124.69,0.93,3.28,3.01,9.21,2.59,1.82,0.62,NA,NA,8/11/87,1.1,8/12/87,8/10/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/87,15.53,8.25,89.59,NA,0.27,2.26,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/26/87,0.9,8/27/87,8/25/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/87,14.62,8.03,86.06,NA,0.26,1.86,1.2,7.42,7.98,NA,7.95,8.07,3.32,3.29,0.83,NA,75.55,206.61,252.92,4.92,12.47,3137.98,2978.43,3115.91,0.63,NA,NA,NA,NA,NA,NA,NA,NA,9/8/87,1.1,9/9/87,9/7/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/21/87,13.37,8.04,83.7,NA,0.24,2.18,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/21/87,1.1,9/22/87,9/20/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/5/87,12.82,8.09,82.96,NA,0.22,2.51,1.45,7.36,7.86,NA,8.15,8.26,3.31,3.25,0,NA,34.56,203.97,270.02,3.37,12.42,3110.83,2980.26,3111.64,1.15,NA,NA,NA,NA,NA,NA,NA,NA,10/5/87,1.6,10/6/87,10/4/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/20/87,9.84,8.47,79.94,NA,0.17,2.59,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/20/87,2.3,10/21/87,10/19/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/2/87,7.98,8.96,80.29,80.1,0.13,2.42,0.71,7.34,7.8,609.34,7.93,7.98,3.1,3.14,2.33,NA,26.17,211.73,273.38,8.91,9.17,3062.44,3123.46,3144,1.51,3.21,2.95,9.29,2.69,1.82,0.67,NA,NA,11/2/87,3.1,11/3/87,11/1/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/16/87,6.21,9.16,78.57,NA,0.14,3.74,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/16/87,3.9,11/17/87,11/15/87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/19/88,3.24,10.62,84.12,NA,0.23,2.11,0.22,7.33,7.92,NA,8.34,8.3,3.07,3.14,30.08,NA,106.25,205.89,228.3,0,3.1,3259.96,3245.14,3277.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/19/88,1.1,1/20/88,1/18/88,1988,19,2.8,35,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/29/88,3.22,10.09,79.62,92.24,0.31,0.83,0.1,7.22,8.03,644.52,9.32,9.33,3.22,3.13,78.99,NA,109.34,331.12,369.46,1.6,6.89,3631.7,3673.9,3637.73,NA,3.53,3.28,10.66,2.87,2.06,0.74,NA,NA,2/29/88,2.6,3/1/88,2/28/88,1988,60,10.4,54,51,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/4/88,3.57,10.36,82.77,NA,0.29,1.49,0.45,7.17,7.81,NA,7.35,7.48,2.57,2.49,75.29,NA,135.95,465.03,473.23,14.08,20.01,3128.57,3049.96,3070.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/4/88,0.5,4/5/88,4/3/88,1988,95,0,58,9.5,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/4/88,3.57,10.36,82.77,NA,0.29,1.49,0.45,7.17,7.81,NA,7.35,7.48,2.57,2.49,75.29,NA,135.95,465.03,473.23,14.08,20.01,3128.57,3049.96,3070.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/4/88,0.7,4/5/88,4/3/88,1988,95,0,58,9.5,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/25/88,4.87,12.18,100.93,80.49,0.13,5.4,1.11,7.5,7.88,583.49,7.32,7.72,2.76,3.01,22.28,NA,20.79,372.24,399.45,7.6,14.02,3279.29,3117.69,3238.43,NA,3.33,3.13,10.05,2.66,1.84,0.66,NA,NA,4/25/88,4.4,4/26/88,4/24/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/9/88,8.55,12.05,109.1,NA,0.21,4.47,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/9/88,2.1,5/10/88,5/8/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/88,10.77,11.47,108.86,NA,0.28,4.27,0.87,7.75,8,NA,7.39,7.51,3.06,3.02,2.17,NA,116.92,291.49,325.75,1.97,7.09,3031.25,2940.49,3086.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/24/88,0.9,5/25/88,5/23/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/88,13.31,11.1,110.97,NA,0.27,4.89,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/6/88,0.8,6/7/88,6/5/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/21/88,15.09,11.14,115.46,NA,0.22,2.67,0.42,7.85,8.05,NA,7.42,7.49,3.41,3.31,4.02,NA,50.32,210.6,260.3,1.17,5.84,2570.26,2535.06,2894.14,1.39,NA,NA,NA,NA,NA,NA,NA,NA,6/21/88,1.7,6/22/88,6/20/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/5/88,15.39,10.6,110.66,NA,0.26,2.19,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/5/88,1.2,7/6/88,7/4/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/18/88,16.46,10.15,108.33,NA,0.26,1.22,2.36,7.67,7.98,NA,7.83,7.84,3.46,3.44,2.36,NA,49.8,288.6,326.59,3.08,7.35,2543.21,2552.39,2707.02,0.84,NA,NA,NA,NA,NA,NA,NA,NA,7/18/88,1.6,7/19/88,7/17/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/88,17.2,9.79,106.28,NA,0.27,2.08,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/1/88,0.8,8/2/88,7/31/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/88,18.19,9.87,110.13,82.49,0.25,1.96,0.23,7.6,7.95,596.62,7.48,7.58,3.76,3.76,1.22,NA,39.78,159.61,218.51,0.74,5.35,2641.09,2614.12,2746.9,0.86,3.39,3.03,9.5,2.68,1.98,0.69,NA,NA,8/16/88,0.8,8/17/88,8/15/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/88,18.19,9.87,110.13,82.49,0.25,1.96,0.23,7.6,7.95,596.62,7.48,7.58,3.76,3.76,1.22,NA,39.78,159.61,218.51,0.74,5.35,2641.09,2614.12,2746.9,0.86,3.39,3.03,9.5,2.68,1.98,0.69,NA,NA,8/16/88,0.8,8/17/88,8/15/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/29/88,16.01,8.97,97.15,NA,0.26,1.87,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/29/88,1.3,8/30/88,8/28/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/12/88,14.48,8.55,90.67,NA,0.26,2.89,1.55,7.35,7.81,NA,8.34,8.45,3.33,3.33,1.52,NA,117.36,178.89,298.51,2.3,13.5,2750.74,2830.89,3196.66,0.65,NA,NA,NA,NA,NA,NA,NA,NA,9/12/88,1.7,9/13/88,9/11/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/88,13.6,8.2,85.59,NA,0.21,4.08,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/27/88,3.1,9/28/88,9/26/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/10/88,11.58,8.47,83.83,NA,0.21,1.87,0.85,7.41,7.92,NA,8.26,8.87,3.34,3.35,2.35,NA,80.74,234.8,276.23,5.46,16.45,2792.51,2707.19,2921.49,0.77,NA,NA,NA,NA,NA,NA,NA,NA,10/10/88,1.5,10/11/88,10/9/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/24/88,9.16,9.17,84.68,NA,0.16,2.66,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/88,2.7,10/25/88,10/23/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/88,5.15,10.08,84.14,73,0.14,3.32,0.65,7.49,7.83,602,8.28,8.35,3.29,3.23,4.51,NA,38.06,209.52,228.84,0.76,7,3746.27,2515.14,2595.14,0.58,3.3,3.1,9.36,2.7,1.92,0.67,NA,NA,11/8/88,3.2,11/9/88,11/7/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/12/89,2.74,11.8,92.23,NA,NA,2.48,0.85,7.3,7.91,NA,10.52,10.6,3.95,3.81,19.36,NA,146.32,415.73,366.35,0,9.89,3238.94,3364.56,4018.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/12/89,11.1,1/13/89,1/11/89,1989,12,18.3,33,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/12/89,2.74,11.8,92.23,NA,NA,2.48,0.85,7.3,7.91,NA,10.52,10.6,3.95,3.81,19.36,NA,146.32,415.73,366.35,0,9.89,3238.94,3364.56,4018.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/12/89,10,1/13/89,1/11/89,1989,12,18.3,33,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/23/89,2.76,10.24,79.82,89.85,0.27,0.67,0.39,7.26,8.18,670.41,10.35,10.36,3.32,3.24,66.03,NA,217.59,474.47,488.79,12.84,19.25,3660.65,3636.55,3684.6,NA,4.03,3.23,10.28,2.9,2.11,0.74,NA,NA,2/23/89,2,2/24/89,2/22/89,1989,54,7.9,58.5,17.5,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/89,2.76,8.82,68.75,NA,0.32,0.87,0.22,7.13,7.91,NA,10.4,10.68,3.46,3.23,122.46,NA,204.57,488.99,552.58,10.98,19.89,3797.9,3673.21,3820.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/29/89,0.7,3/30/89,3/28/89,1989,88,NA,50,5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/89,2.76,8.82,68.75,NA,0.32,0.87,0.22,7.13,7.91,NA,10.4,10.68,3.46,3.23,122.46,NA,204.57,488.99,552.58,10.98,19.89,3797.9,3673.21,3820.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/29/89,1,3/30/89,3/28/89,1989,88,NA,50,5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/1/89,4.74,10.75,89.08,84.36,0.14,6.44,1.07,7.3,7.98,707.25,9.11,8.97,3.49,3.02,14.08,NA,116.59,316.39,322.63,1.26,10.47,3457.77,3439.71,3404.69,1.3,3.39,3.12,9.29,2.64,1.95,0.69,NA,NA,5/1/89,3.9,5/2/89,4/30/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/17/89,8.15,11.83,106.58,NA,0.15,4.93,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/17/89,2.1,5/18/89,5/16/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
