sampledate,species_code,species_name,density,individuals_measured,avg_length
6/13/13,61918,LECANE TENUISETA,3.08,,
7/10/13,10000,COPEPOD NAUPLII,11.76,,
7/10/13,20000,CYCLOPOID,0.28,1,0.44
7/10/13,20601,MESOCYCLOPS EDAX,3.36,12,1.05
7/10/13,50700,BOSMINIDAE,24.36,20,0.38
7/10/13,51130,DAPHNIA PULICARIA,0.28,1,0.66
7/10/13,51801,HOLOPEDIUM GIBBERUM,2.24,5,0.61
7/10/13,61701,KELLICOTTIA BOSTONIENSIS,0.28,,
7/10/13,61801,KERATELLA COCHLEARIS,0.28,,
7/10/13,61808,KERATELLA TAUROCEPHALA,0.56,,
7/10/13,62406,MONOSTYLA LUNARIS,0.28,,
7/10/13,63005,POLYARTHRA VULGARIS,0.84,,
8/6/13,10000,COPEPOD NAUPLII,1.68,,
8/6/13,20601,MESOCYCLOPS EDAX,2.8,9,1.06
8/6/13,50700,BOSMINIDAE,4.48,15,0.36
8/6/13,51130,DAPHNIA PULICARIA,1.68,6,0.89
8/6/13,61502,GASTROPUS STYLIFER,0.28,,
9/4/13,10000,COPEPOD NAUPLII,1.12,,
9/4/13,20000,CYCLOPOID,0.28,1,0.43
9/4/13,20601,MESOCYCLOPS EDAX,3.36,9,0.86
9/4/13,50700,BOSMINIDAE,3.36,10,0.31
9/4/13,51000,CHYDORUS,0.28,1,0.24
9/4/13,61918,LECANE TENUISETA,0.28,,
9/4/13,62406,MONOSTYLA LUNARIS,0.28,,
9/4/13,63005,POLYARTHRA VULGARIS,1.68,,
9/30/13,20000,CYCLOPOID,0.56,2,0.94
9/30/13,20601,MESOCYCLOPS EDAX,0.84,3,0.86
9/30/13,50700,BOSMINIDAE,16.24,21,0.33
9/30/13,51000,CHYDORUS,0.28,1,0.23
9/30/13,61801,KERATELLA COCHLEARIS,0.28,,
9/30/13,61804,KERATELLA EARLINAE,0.28,,
9/30/13,61918,LECANE TENUISETA,1.68,,
9/30/13,63005,POLYARTHRA VULGARIS,6.16,,
11/8/13,20302,DIACYCLOPS THOMASI,1.12,2,1.13
11/8/13,50700,BOSMINIDAE,35.56,24,0.39
11/8/13,51000,CHYDORUS,0.84,3,0.34
11/8/13,60200,ASCOMORPHA,0.56,,
11/8/13,61800,KERATELLA,0.28,,
11/8/13,61918,LECANE TENUISETA,4.2,,
11/8/13,62406,MONOSTYLA LUNARIS,0.28,,
11/8/13,63005,POLYARTHRA VULGARIS,35,,
11/8/13,63602,TRICHOCERCA BIROSTRIS,0.28,,
2/20/14,61701,KELLICOTTIA BOSTONIENSIS,2.8,,
2/20/14,61801,KERATELLA COCHLEARIS,0.28,,
2/20/14,61918,LECANE TENUISETA,0.28,,
2/20/14,63400,SYNCHAETA,0.28,,
5/21/14,10000,COPEPOD NAUPLII,12.04,,
5/21/14,20000,CYCLOPOID,10.64,17,0.51
5/21/14,20601,MESOCYCLOPS EDAX,0.56,2,1.03
5/21/14,51000,CHYDORUS,0.28,,
5/21/14,60201,ASCOMORPHA ECAUDIS,1.96,,
5/21/14,63005,POLYARTHRA VULGARIS,5.04,,
6/16/14,10000,COPEPOD NAUPLII,22.12,,
6/16/14,20000,CYCLOPOID,1.12,4,0.47
6/16/14,20302,DIACYCLOPS THOMASI,1.68,5,0.64
6/16/14,20601,MESOCYCLOPS EDAX,5.88,20,0.85
6/16/14,50700,BOSMINIDAE,76.44,20,0.33
6/16/14,61702,KELLICOTTIA LONGISPINA,0.28,,
6/16/14,61806,KERATELLA QUADRATA,0.28,,
6/16/14,63004,POLYARTHRA REMATA,0.28,,
7/16/14,10000,COPEPOD NAUPLII,5.88,,
7/16/14,20000,CYCLOPOID,0.56,2,0.46
7/16/14,20601,MESOCYCLOPS EDAX,2.52,8,0.68
7/16/14,50700,BOSMINIDAE,11.76,20,0.39
7/16/14,51130,DAPHNIA PULICARIA,2.52,8,0.82
7/16/14,61702,KELLICOTTIA LONGISPINA,0.28,,
7/16/14,61801,KERATELLA COCHLEARIS,0.84,,
8/11/14,10000,COPEPOD NAUPLII,2.52,,
8/11/14,20000,CYCLOPOID,0.28,1,0.42
8/11/14,20601,MESOCYCLOPS EDAX,0.56,2,1.09
8/11/14,50700,BOSMINIDAE,2.8,9,0.4
8/11/14,51130,DAPHNIA PULICARIA,3.36,10,0.79
8/11/14,61801,KERATELLA COCHLEARIS,0.56,,
8/11/14,61804,KERATELLA EARLINAE,0.28,,
8/11/14,63004,POLYARTHRA REMATA,0.28,,
8/11/14,63005,POLYARTHRA VULGARIS,3.36,,
8/11/14,63400,SYNCHAETA,0.28,,
8/11/14,63612,TRICHOCERCA MULTICRINIS,0.28,,
9/9/14,20601,MESOCYCLOPS EDAX,1.12,4,0.85
9/9/14,51000,CHYDORUS,0.28,1,0.23
9/9/14,60200,ASCOMORPHA,5.6,,
9/9/14,61502,GASTROPUS STYLIFER,0.28,,
9/9/14,61701,KELLICOTTIA BOSTONIENSIS,0.56,,
9/9/14,63005,POLYARTHRA VULGARIS,28.84,,
9/9/14,88888,UNKNOWN ROTIFER,0.28,,
10/6/14,10000,COPEPOD NAUPLII,1.68,,
10/6/14,20601,MESOCYCLOPS EDAX,1.12,2,0.88
10/6/14,50700,BOSMINIDAE,1.12,4,0.31
10/6/14,51000,CHYDORUS,1.4,5,0.26
10/6/14,60200,ASCOMORPHA,35.28,,
10/6/14,60800,CONOCHILOIDES,48.16,,
10/6/14,61502,GASTROPUS STYLIFER,1.12,,
10/6/14,61701,KELLICOTTIA BOSTONIENSIS,12.88,,
10/6/14,61801,KERATELLA COCHLEARIS,0.56,,
10/6/14,63005,POLYARTHRA VULGARIS,65.52,,
10/6/14,63400,SYNCHAETA,37.52,,
11/7/14,10000,COPEPOD NAUPLII,0.56,,
11/7/14,20000,CYCLOPOID,0.28,1,0.66
11/7/14,20302,DIACYCLOPS THOMASI,0.84,3,1.03
11/7/14,50700,BOSMINIDAE,1.12,4,0.37
11/7/14,51000,CHYDORUS,2.24,6,0.3
11/7/14,60200,ASCOMORPHA,0.56,,
11/7/14,60800,CONOCHILOIDES,199.36,,
11/7/14,61701,KELLICOTTIA BOSTONIENSIS,48.72,,
11/7/14,61900,LECANE,0.56,,
3/6/15,10000,COPEPOD NAUPLII,0.28,,
4/21/15,10000,COPEPOD NAUPLII,15.12,,
4/21/15,20000,CYCLOPOID,0.84,3,0.46
4/21/15,20601,MESOCYCLOPS EDAX,1.4,5,1.25
4/21/15,51000,CHYDORUS,0.84,3,0.3
4/21/15,60200,ASCOMORPHA,0.84,,
4/21/15,61701,KELLICOTTIA BOSTONIENSIS,0.28,,
4/21/15,61805,KERATELLA HIEMALIS,0.28,,
4/21/15,88888,UNKNOWN ROTIFER,0.56,,
5/21/15,10000,COPEPOD NAUPLII,3.64,,
5/21/15,20302,DIACYCLOPS THOMASI,0.28,,
5/21/15,20601,MESOCYCLOPS EDAX,0.28,1,0.71
5/21/15,50700,BOSMINIDAE,1.4,5,0.34
5/21/15,61502,GASTROPUS STYLIFER,0.84,,
5/21/15,61701,KELLICOTTIA BOSTONIENSIS,6.44,,
5/21/15,61801,KERATELLA COCHLEARIS,0.28,,
6/17/15,10000,COPEPOD NAUPLII,30.24,,
6/17/15,20000,CYCLOPOID,1.12,2,0.43
6/17/15,20601,MESOCYCLOPS EDAX,25.76,39,0.94
6/17/15,50700,BOSMINIDAE,190.96,20,0.36
6/17/15,51130,DAPHNIA PULICARIA,1.12,2,0.91
6/17/15,51801,HOLOPEDIUM GIBBERUM,2.8,3,0.65
6/17/15,60900,CONOCHILUS,1.12,,
6/17/15,61502,GASTROPUS STYLIFER,0.56,,
6/17/15,61701,KELLICOTTIA BOSTONIENSIS,86.8,,
6/17/15,61808,KERATELLA TAUROCEPHALA,1.12,,
6/17/15,63005,POLYARTHRA VULGARIS,0.56,,
7/15/15,10000,COPEPOD NAUPLII,9.52,,
7/15/15,20000,CYCLOPOID,0.84,3,0.43
7/15/15,20601,MESOCYCLOPS EDAX,2.52,8,0.79
7/15/15,50700,BOSMINIDAE,22.68,20,0.39
7/15/15,51130,DAPHNIA PULICARIA,0.28,1,0.52
7/15/15,51801,HOLOPEDIUM GIBBERUM,1.4,5,0.89
7/15/15,61701,KELLICOTTIA BOSTONIENSIS,0.28,,
7/15/15,63005,POLYARTHRA VULGARIS,1.12,,
8/11/15,10000,COPEPOD NAUPLII,2.24,,
8/11/15,20601,MESOCYCLOPS EDAX,9.24,20,0.85
8/11/15,50700,BOSMINIDAE,18.76,15,0.31
8/11/15,51801,HOLOPEDIUM GIBBERUM,5.6,17,0.49
8/11/15,61702,KELLICOTTIA LONGISPINA,0.28,,
8/11/15,61800,KERATELLA,0.28,,
8/11/15,61801,KERATELLA COCHLEARIS,2.52,,
8/11/15,61803,KERATELLA CRASSA,0.28,,
8/11/15,63005,POLYARTHRA VULGARIS,0.84,,
9/10/15,20601,MESOCYCLOPS EDAX,0.28,,
9/10/15,50700,BOSMINIDAE,7,20,0.29
9/10/15,51801,HOLOPEDIUM GIBBERUM,6.72,6,0.62
9/10/15,61502,GASTROPUS STYLIFER,1.4,,
9/10/15,61808,KERATELLA TAUROCEPHALA,2.52,,
9/10/15,63004,POLYARTHRA REMATA,0.28,,
9/10/15,63005,POLYARTHRA VULGARIS,5.88,,
9/10/15,63400,SYNCHAETA,8.68,,
10/5/15,20601,MESOCYCLOPS EDAX,0.56,2,0.86
10/5/15,50700,BOSMINIDAE,24.36,20,0.35
10/5/15,51000,CHYDORUS,0.28,1,0.23
10/5/15,51801,HOLOPEDIUM GIBBERUM,29.4,20,0.65
10/5/15,60200,ASCOMORPHA,28.56,,
10/5/15,60800,CONOCHILOIDES,4.48,,
10/5/15,61502,GASTROPUS STYLIFER,0.56,,
10/5/15,61808,KERATELLA TAUROCEPHALA,110.32,,
10/5/15,62406,MONOSTYLA LUNARIS,0.56,,
10/5/15,63005,POLYARTHRA VULGARIS,20.16,,
10/5/15,63400,SYNCHAETA,8.4,,
10/5/15,63612,TRICHOCERCA MULTICRINIS,2.24,,
11/17/15,10000,COPEPOD NAUPLII,0.56,,
11/17/15,20302,DIACYCLOPS THOMASI,0.84,3,0.89
11/17/15,50700,BOSMINIDAE,21.84,20,0.38
11/17/15,51000,CHYDORUS,0.28,1,0.26
11/17/15,51801,HOLOPEDIUM GIBBERUM,0.28,,
11/17/15,60800,CONOCHILOIDES,81.76,,
11/17/15,61808,KERATELLA TAUROCEPHALA,305.76,,
11/17/15,62000,LEPADELLA,0.56,,
11/17/15,63005,POLYARTHRA VULGARIS,7.84,,
11/17/15,63600,TRICHOCERCA,0.56,,
11/17/15,63612,TRICHOCERCA MULTICRINIS,1.12,,
2/24/16,61808,KERATELLA TAUROCEPHALA,2.8,,
2/24/16,63400,SYNCHAETA,8.12,,
4/22/16,10000,COPEPOD NAUPLII,22.68,,
4/22/16,20000,CYCLOPOID,1.12,2,0.54
4/22/16,50700,BOSMINIDAE,0.56,,
4/22/16,51000,CHYDORUS,0.28,,
4/22/16,61801,KERATELLA COCHLEARIS,0.28,,
4/22/16,61808,KERATELLA TAUROCEPHALA,3.92,,
4/22/16,63400,SYNCHAETA,15.68,,
4/22/16,88888,UNKNOWN ROTIFER,0.28,,
5/24/16,10000,COPEPOD NAUPLII,3.36,,
5/24/16,20000,CYCLOPOID,0.56,2,0.41
5/24/16,20302,DIACYCLOPS THOMASI,1.4,5,0.8
5/24/16,20601,MESOCYCLOPS EDAX,1.12,4,0.63
5/24/16,50700,BOSMINIDAE,12.88,20,0.33
5/24/16,51000,CHYDORUS,0.84,3,0.21
5/24/16,51801,HOLOPEDIUM GIBBERUM,4.76,13,0.56
5/24/16,60800,CONOCHILOIDES,8.4,,
5/24/16,61502,GASTROPUS STYLIFER,6.16,,
5/24/16,61808,KERATELLA TAUROCEPHALA,229.04,,
5/24/16,63005,POLYARTHRA VULGARIS,24.08,,
5/24/16,63400,SYNCHAETA,6.72,,
5/24/16,63612,TRICHOCERCA MULTICRINIS,2.24,,
6/22/16,10000,COPEPOD NAUPLII,16.8,,
6/22/16,20000,CYCLOPOID,1.4,3,0.4
6/22/16,20302,DIACYCLOPS THOMASI,0.28,1,0.65
6/22/16,20601,MESOCYCLOPS EDAX,5.88,14,0.85
6/22/16,50000,CLADOCERAN,0.28,1,0.48
6/22/16,50700,BOSMINIDAE,15.12,20,0.36
6/22/16,51801,HOLOPEDIUM GIBBERUM,6.44,17,0.68
6/22/16,60200,ASCOMORPHA,0.56,,
6/22/16,61502,GASTROPUS STYLIFER,7.28,,
6/22/16,61701,KELLICOTTIA BOSTONIENSIS,0.56,,
6/22/16,61702,KELLICOTTIA LONGISPINA,0.56,,
6/22/16,61808,KERATELLA TAUROCEPHALA,183.12,,
6/22/16,63005,POLYARTHRA VULGARIS,20.16,,
6/22/16,63612,TRICHOCERCA MULTICRINIS,0.56,,
7/18/16,10000,COPEPOD NAUPLII,20.16,,
7/18/16,20000,CYCLOPOID,0.84,3,0.41
7/18/16,20601,MESOCYCLOPS EDAX,15.4,26,0.93
7/18/16,50700,BOSMINIDAE,27.44,20,0.33
7/18/16,51801,HOLOPEDIUM GIBBERUM,5.32,10,0.55
7/18/16,61808,KERATELLA TAUROCEPHALA,99.68,,
7/18/16,62400,MONOSTYLA,0.56,,
7/18/16,63005,POLYARTHRA VULGARIS,0.56,,
8/16/16,10000,COPEPOD NAUPLII,15.12,,
8/16/16,20000,CYCLOPOID,1.4,4,0.45
8/16/16,20601,MESOCYCLOPS EDAX,13.44,36,0.94
8/16/16,50700,BOSMINIDAE,6.44,20,0.4
8/16/16,51130,DAPHNIA PULICARIA,1.4,4,0.93
8/16/16,51801,HOLOPEDIUM GIBBERUM,12.04,20,0.67
8/16/16,61808,KERATELLA TAUROCEPHALA,25.2,,
8/16/16,63005,POLYARTHRA VULGARIS,0.28,,
9/14/16,20601,MESOCYCLOPS EDAX,1.68,5,0.95
9/14/16,50700,BOSMINIDAE,4.76,17,0.44
9/14/16,51130,DAPHNIA PULICARIA,0.28,1,1.04
9/14/16,51801,HOLOPEDIUM GIBBERUM,4.48,15,0.63
9/14/16,61808,KERATELLA TAUROCEPHALA,0.56,,
10/10/16,20601,MESOCYCLOPS EDAX,1.4,1,1.31
10/10/16,50700,BOSMINIDAE,29.12,20,0.36
10/10/16,51202,DIAPHANOSOMA BIRGEI,0.28,,
10/10/16,51801,HOLOPEDIUM GIBBERUM,0.84,2,0.35
10/10/16,61808,KERATELLA TAUROCEPHALA,7.28,,
10/10/16,62400,MONOSTYLA,0.28,,
10/10/16,63003,POLYARTHRA MAJOR,0.28,,
10/10/16,63005,POLYARTHRA VULGARIS,0.28,,
10/10/16,88888,UNKNOWN ROTIFER,0.56,,
11/16/16,20601,MESOCYCLOPS EDAX,0.56,1,0.89
11/16/16,50700,BOSMINIDAE,53.76,20,0.41
11/16/16,61808,KERATELLA TAUROCEPHALA,76.72,,
2/17/17,61808,KERATELLA TAUROCEPHALA,0.56,,
4/19/17,10000,COPEPOD NAUPLII,4.48,,
4/19/17,50700,BOSMINIDAE,0.56,2,0.28
4/19/17,61804,KERATELLA EARLINAE,0.28,,
4/19/17,63400,SYNCHAETA,0.28,,
4/19/17,88888,UNKNOWN ROTIFER,0.56,,
5/18/17,10000,COPEPOD NAUPLII,0.28,,
5/18/17,50700,BOSMINIDAE,0.84,3,0.26
5/18/17,61502,GASTROPUS STYLIFER,0.28,,
5/18/17,61702,KELLICOTTIA LONGISPINA,1.12,,
5/18/17,61801,KERATELLA COCHLEARIS,19.04,,
5/18/17,61804,KERATELLA EARLINAE,0.56,,
5/18/17,61806,KERATELLA QUADRATA,0.28,,
5/18/17,61808,KERATELLA TAUROCEPHALA,0.56,,
5/18/17,61810,KERATELLA TICINENSIS,0.28,,
5/18/17,63003,POLYARTHRA MAJOR,1.12,,
5/18/17,63004,POLYARTHRA REMATA,0.84,,
5/18/17,63005,POLYARTHRA VULGARIS,0.56,,
6/15/17,10000,COPEPOD NAUPLII,6.72,,
6/15/17,20000,CYCLOPOID,0.28,1,0.41
6/15/17,20601,MESOCYCLOPS EDAX,4.48,10,1.16
6/15/17,50700,BOSMINIDAE,36.68,20,0.34
6/15/17,51000,CHYDORUS,0.28,1,0.3
6/15/17,51130,DAPHNIA PULICARIA,4.48,14,0.8
6/15/17,61808,KERATELLA TAUROCEPHALA,227.92,,
7/10/17,10000,COPEPOD NAUPLII,33.04,,
7/10/17,20000,CYCLOPOID,3.08,8,0.44
7/10/17,20601,MESOCYCLOPS EDAX,8.12,24,0.99
7/10/17,50700,BOSMINIDAE,53.2,20,0.37
7/10/17,51000,CHYDORUS,0.28,1,0.29
7/10/17,51130,DAPHNIA PULICARIA,3.92,13,0.77
7/10/17,61808,KERATELLA TAUROCEPHALA,190.96,,
7/10/17,63005,POLYARTHRA VULGARIS,0.56,,
8/7/17,10000,COPEPOD NAUPLII,15.68,,
8/7/17,20000,CYCLOPOID,1.12,4,0.44
8/7/17,20601,MESOCYCLOPS EDAX,10.92,31,0.9
8/7/17,50700,BOSMINIDAE,22.68,20,0.38
8/7/17,51130,DAPHNIA PULICARIA,0.84,3,0.55
8/7/17,61808,KERATELLA TAUROCEPHALA,209.44,,
9/6/17,10000,COPEPOD NAUPLII,1.12,,
9/6/17,20601,MESOCYCLOPS EDAX,1.96,4,0.76
9/6/17,50700,BOSMINIDAE,18.48,20,0.33
9/6/17,51801,HOLOPEDIUM GIBBERUM,0.28,1,0.62
9/6/17,61808,KERATELLA TAUROCEPHALA,208.88,,
9/6/17,62400,MONOSTYLA,1.12,,
9/6/17,63600,TRICHOCERCA,0.56,,
10/2/17,20601,MESOCYCLOPS EDAX,3.92,5,0.93
10/2/17,50700,BOSMINIDAE,41.44,20,0.37
10/2/17,51801,HOLOPEDIUM GIBBERUM,0.56,2,0.54
10/2/17,61808,KERATELLA TAUROCEPHALA,182,,
10/2/17,62000,LEPADELLA,1.12,,
11/6/17,10000,COPEPOD NAUPLII,1.4,,
11/6/17,20302,DIACYCLOPS THOMASI,1.12,2,1.04
11/6/17,20601,MESOCYCLOPS EDAX,1.68,2,0.85
11/6/17,50700,BOSMINIDAE,166.32,20,0.35
11/6/17,51000,CHYDORUS,3.36,6,0.29
11/6/17,61808,KERATELLA TAUROCEPHALA,677.6,,
11/6/17,62400,MONOSTYLA,1.4,,
11/6/17,63400,SYNCHAETA,1.4,,
11/6/17,88888,UNKNOWN ROTIFER,1.4,,
2/23/18,61808,KERATELLA TAUROCEPHALA,3.08,,
5/16/18,10000,COPEPOD NAUPLII,4.2,,
5/16/18,20000,CYCLOPOID,1.96,6,0.47
5/16/18,20601,MESOCYCLOPS EDAX,3.64,11,1.35
5/16/18,50700,BOSMINIDAE,3.08,10,0.37
5/16/18,51000,CHYDORUS,1.12,4,0.29
5/16/18,61801,KERATELLA COCHLEARIS,0.28,,
5/16/18,61805,KERATELLA HIEMALIS,0.28,,
5/16/18,61808,KERATELLA TAUROCEPHALA,3.64,,
5/16/18,63400,SYNCHAETA,0.28,,
5/16/18,88888,UNKNOWN ROTIFER,1.12,,
6/12/18,10000,COPEPOD NAUPLII,11.2,,
6/12/18,20000,CYCLOPOID,1.68,2,0.47
6/12/18,20601,MESOCYCLOPS EDAX,19.04,22,0.96
6/12/18,50700,BOSMINIDAE,106.4,20,0.3
6/12/18,51000,CHYDORUS,0.56,1,0.23
6/12/18,61804,KERATELLA EARLINAE,0.56,,
6/12/18,61808,KERATELLA TAUROCEPHALA,82.88,,
7/10/18,10000,COPEPOD NAUPLII,7.84,,
7/10/18,20000,CYCLOPOID,0.56,2,0.42
7/10/18,20601,MESOCYCLOPS EDAX,5.6,19,0.72
7/10/18,50700,BOSMINIDAE,44.8,20,0.35
7/10/18,51000,CHYDORUS,0.28,1,0.21
7/10/18,61801,KERATELLA COCHLEARIS,0.28,,
7/10/18,61808,KERATELLA TAUROCEPHALA,26.6,,
7/10/18,61900,LECANE,0.28,,
8/6/18,10000,COPEPOD NAUPLII,1.96,,
8/6/18,20000,CYCLOPOID,1.12,4,0.45
8/6/18,20601,MESOCYCLOPS EDAX,7,17,0.72
8/6/18,50700,BOSMINIDAE,4.2,12,0.35
8/6/18,51130,DAPHNIA PULICARIA,3.92,13,0.77
8/6/18,61808,KERATELLA TAUROCEPHALA,6.72,,
9/6/18,10000,COPEPOD NAUPLII,1.4,,
9/6/18,20000,CYCLOPOID,0.56,2,0.48
9/6/18,20601,MESOCYCLOPS EDAX,3.92,13,0.9
9/6/18,50700,BOSMINIDAE,16.24,20,0.33
9/6/18,51000,CHYDORUS,0.56,2,0.31
9/6/18,51130,DAPHNIA PULICARIA,6.44,20,0.65
9/6/18,51801,HOLOPEDIUM GIBBERUM,0.28,1,0.56
9/6/18,61808,KERATELLA TAUROCEPHALA,2.52,,
10/1/18,10000,COPEPOD NAUPLII,0.28,,
10/1/18,20601,MESOCYCLOPS EDAX,4.76,16,1.05
10/1/18,50700,BOSMINIDAE,39.48,20,0.38
10/1/18,51130,DAPHNIA PULICARIA,37.24,20,0.91
10/1/18,61808,KERATELLA TAUROCEPHALA,2.8,,
10/1/18,88888,UNKNOWN ROTIFER,0.28,,
11/7/18,10000,COPEPOD NAUPLII,1.12,,
11/7/18,20000,CYCLOPOID,0.28,,
11/7/18,50700,BOSMINIDAE,34.44,20,0.41
11/7/18,51000,CHYDORUS,0.28,1,0.26
11/7/18,51130,DAPHNIA PULICARIA,1.68,4,0.9
11/7/18,61800,KERATELLA,0.84,,
11/7/18,61808,KERATELLA TAUROCEPHALA,4.48,,
11/7/18,62000,LEPADELLA,0.28,,
11/7/18,88888,UNKNOWN ROTIFER,0.28,,
