raw_id,lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,relative_total_biovolume,genus,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,taxa_id
177,SP,2010,2010-6-8,,0m,Chrysophyta,Mallomonas ,13.3333,7.281129,Mallomonas,1,27.2631,27.2631,23601.1977,0.0236012,1180
178,SP,2010,2010-6-8,,0m,Chrysophyta,Uroglena ,6,23.340709,Uroglena,1,963.2957,963.2957,75657.0504,0.07565705,1631
179,SP,2010,2010-6-8,,0m,Cryptophyta,Cryptomonas erosa,21.2,13.464215,Cryptomonas,1,45.4385,45.4385,43643.1833,0.04364318,3015
180,SP,2010,2010-6-8,,0m,Cryptophyta,Rhodomonas minuta,7,1.97295,Rhodomonas,1,190.8416,190.8416,6395.1592,0.00639516,3043
181,SP,2010,2010-6-8,,0m,Cryptophyta,Rhodomonas minuta,12,0.264236,Rhodomonas,1,9.0877,9.0877,856.4953,0.0008565,3041
182,SP,2010,2010-6-8,,0m,Cyanophyta,Aphanocapsa delicatissima,8,0.113034,Aphanocapsa,7,99.9646,699.7525,366.3904,0.00036639,4054
183,SP,2010,2010-6-8,,0m,Cyanophyta,Pseudanabaena acicularis,122.4444,6.066384,Pseudanabaena,30.6111,90.877,2781.8434,19663.7003,0.0196637,1000548
184,SP,2010,2010-6-8,,0m,Cyanophyta,Pseudanabaena limnetica,72,0.356717,Pseudanabaena,18,9.0877,163.5785,1156.2683,0.00115627,4172
185,SP,2010,2010-6-8,,0m,Cyanophyta,Synechocystis ,1.5,0.064407,Synechocystis,1,118.14,118.14,208.7653,0.00020877,4285
186,SP,2010,2010-6-8,,0m,Haptophyta,Chrysochromulina parva,4,3.56118,Chrysochromulina,1,381.6832,381.6832,11543.2831,0.01154328,1731
187,SP,2010,2010-6-8,,0m,Pyrrhophyta,Gymnodinium helveticum,40,11.743756,Gymnodinium,1,9.0877,9.0877,38066.4483,0.03806645,124569
188,SP,2010,2010-6-8,,0m,Pyrrhophyta,Gymnodinium sp. 2,13,0.95418,Gymnodinium,1,9.0877,9.0877,3092.8989,0.0030929,6033
189,SP,2010,2010-6-8,,0m,Pyrrhophyta,Peridinium ,24,7.046254,Peridinium,1,9.0877,9.0877,22839.8688,0.02283987,6040
190,SP,2010,2010-6-8,,0m,Pyrrhophyta,Peridinium umbonatum,20,3.758001,Peridinium,1,9.0877,9.0877,12181.2638,0.01218126,6044
191,SP,2010,2010-7-6,,0m,Bacillariophyta,Cyclotella ocellata,6,0.167993,Cyclotella,1,9.0877,9.0877,770.8456,0.00077085,9363
192,SP,2010,2010-7-6,,0m,Bacillariophyta,Cyclotella pseudostelligera,5,0.097217,Cyclotella,1,9.0877,9.0877,446.0913,0.00044609,9361
193,SP,2010,2010-7-6,,0m,Bacillariophyta,Cyclotella sp. 1,4,0.099551,Cyclotella,1,9.0877,9.0877,456.7975,0.0004568,1071
194,SP,2010,2010-7-6,,0m,Bacillariophyta,Epithemia turgida,72,2.295482,Epithemia,2,0.5486,1.0972,10533.0063,0.01053301,1354
195,SP,2010,2010-7-6,,0m,Bacillariophyta,Fragilaria filiformis,87.5,2.859349,Fragilaria,1,54.5262,54.5262,13120.3598,0.01312036,1477
196,SP,2010,2010-7-6,,0m,Bacillariophyta,Synedra ulna,192,0.367277,Synedra,1,0.5486,0.5486,1685.281,0.00168528,9776
197,SP,2010,2010-7-6,,0m,Bacillariophyta,Tabellaria flocculosa,60,0.516484,Tabellaria,1,0.5486,0.5486,2369.9264,0.00236993,1332
198,SP,2010,2010-7-6,,0m,Bacillariophyta,Urosolenia longiseta,120,11.666117,Urosolenia,1,45.4385,45.4385,53530.941,0.05353094,111368
199,SP,2010,2010-7-6,,0m,Chlorophyta,Chlorococcaceae,3.75,0.965176,,1,154.4908,154.4908,4428.7883,0.00442879,2683
200,SP,2010,2010-7-6,,0m,Chlorophyta,Chlamydomonas ,6.3333,0.971315,Chlamydomonas,1,45.4385,45.4385,4456.9647,0.00445696,2080
201,SP,2010,2010-7-6,,0m,Chlorophyta,Gonium ,24,0.442025,Gonium,16,9.0877,145.4031,2028.2718,0.00202827,2300
202,SP,2010,2010-7-6,,0m,Chlorophyta,Monoraphidium arcuatum,30,1.164621,Monoraphidium,1,154.4908,154.4908,5343.961,0.00534396,2031
203,SP,2010,2010-7-6,,0m,Chlorophyta,Monoraphidium griffithii,60,0.049776,Monoraphidium,1,9.0877,9.0877,228.3983,0.0002284,1000031
204,SP,2010,2010-7-6,,0m,Chlorophyta,Mucidosphaerium pulchellum,10.6667,0.303893,Mucidosphaerium,3.6667,27.2631,99.9656,1394.4359,0.00139444,2211
205,SP,2010,2010-7-6,,0m,Chlorophyta,Scenedesmus bijuga,5,0.020741,Scenedesmus,2,9.0877,18.1754,95.1663,0.00009517,2483
206,SP,2010,2010-7-6,,0m,Chlorophyta,Schroederia judayi,20,0.037332,Schroederia,1,9.0877,9.0877,171.2994,0.0001713,2491
207,SP,2010,2010-7-6,,0m,Chrysophyta,Chrysophyceae,8.2,25.930219,,1,81.7893,81.7893,118982.945,0.11898295,1653
208,SP,2010,2010-7-6,,0m,Chrysophyta,Chrysophyceae,2.2,1.160156,,1,1172.3127,1172.3127,5323.4718,0.00532347,1652
209,SP,2010,2010-7-6,,0m,Chrysophyta,Chrysosphaerella ,10,12.485257,Chrysosphaerella,1,172.6662,172.6662,57289.6289,0.05728963,1483
210,SP,2010,2010-7-6,,0m,Chrysophyta,Dinobryon ,8,0.207397,Dinobryon,1,9.0877,9.0877,951.6616,0.00095166,1123
211,SP,2010,2010-7-6,,0m,Chrysophyta,Mallomonas ,16,2.389222,Mallomonas,1,9.0877,9.0877,10963.1373,0.01096314,1180
212,SP,2010,2010-7-6,,0m,Chrysophyta,Uroglena ,6,2.799867,Uroglena,1,163.5785,163.5785,12847.4236,0.01284742,1631
213,SP,2010,2010-7-6,,0m,Cryptophyta,Cryptomonas erosa,20,2.986526,Cryptomonas,1,18.1754,18.1754,13703.9207,0.01370392,3015
214,SP,2010,2010-7-6,,0m,Cryptophyta,Cryptomonas lucens,10,0.995508,Cryptomonas,1,27.2631,27.2631,4567.9736,0.00456797,3018
215,SP,2010,2010-7-6,,0m,Cryptophyta,Cryptomonas rostratiformis,44,9.125496,Cryptomonas,1,9.0877,9.0877,41873.093,0.04187309,3069
216,SP,2010,2010-7-6,,0m,Cryptophyta,Rhodomonas minuta,6,0.398204,Rhodomonas,1,54.5262,54.5262,1827.1883,0.00182719,3043
217,SP,2010,2010-7-6,,0m,Cyanophyta,Aphanocapsa delicatissima,9,0.024888,Aphanocapsa,12,18.1754,218.1047,114.1996,0.0001142,4054
218,SP,2010,2010-7-6,,0m,Cyanophyta,Aphanocapsa holsatica,80,0.155549,Aphanocapsa,150,9.0877,1363.1543,713.7458,0.00071375,1000545
219,SP,2010,2010-7-6,,0m,Cyanophyta,Cyanonephron styloides,80,0.016025,Cyanonephron,16,0.5486,8.7775,73.5343,0.00007353,10361
220,SP,2010,2010-7-6,,0m,Cyanophyta,Dactylococcopsis irregularis,30,0.013586,Dactylococcopsis,1,18.1754,18.1754,62.3434,0.00006234,4113
221,SP,2010,2010-7-6,,0m,Cyanophyta,Pseudanabaena acicularis,126.5455,7.283053,Pseudanabaena,31.6364,336.2447,10637.5725,33418.892,0.03341889,1000548
222,SP,2010,2010-7-6,,0m,Cyanophyta,Pseudanabaena galeata,67.6667,3.789155,Pseudanabaena,22.2222,81.7893,1817.5372,17386.8501,0.01738685,4463
223,SP,2010,2010-7-6,,0m,Cyanophyta,Spirulina ,124,0.955687,Spirulina,25.6,9.0877,232.645,4385.2546,0.00438525,4210
224,SP,2010,2010-7-6,,0m,Cyanophyta,Synechocystis ,1.5,0.0105,Synechocystis,1,27.2631,27.2631,48.1766,0.00004818,4285
225,SP,2010,2010-7-6,,0m,Haptophyta,Chrysochromulina parva,4,1.377619,Chrysochromulina,1,209.017,209.017,6321.3217,0.00632132,1731
226,SP,2010,2010-7-6,,0m,Pyrrhophyta,Gymnodinium helveticum,52,3.333302,Gymnodinium,1,1.0972,1.0972,15295.1252,0.01529513,124569
227,SP,2010,2010-7-6,,0m,Pyrrhophyta,Peridinium ,32,0.999991,Peridinium,1,0.5486,0.5486,4588.5376,0.00458854,6040
228,SP,2010,2010-7-6,,0m,Pyrrhophyta,Peridinium cinctum,48,1.538447,Peridinium,1,0.5486,0.5486,7059.2886,0.00705929,6041
229,SP,2010,2010-8-3,,0m,Bacillariophyta,Cyclotella hakanssoniae,5.6,3.485984,Cyclotella,1,127.2277,127.2277,8973.2193,0.00897322,1000073
230,SP,2010,2010-8-3,,0m,Bacillariophyta,Cyclotella sp. 1,5,0.346601,Cyclotella,1,18.1754,18.1754,892.1827,0.00089218,1071
231,SP,2010,2010-8-3,,0m,Bacillariophyta,Fragilaria filiformis,107.7143,19.561755,Fragilaria,1,99.9646,99.9646,50353.6219,0.05035362,1477
232,SP,2010,2010-8-3,,0m,Bacillariophyta,Nitzschia palea,12,0.149731,Nitzschia,1,9.0877,9.0877,385.4228,0.00038542,9123
233,SP,2010,2010-8-3,,0m,Bacillariophyta,Urosolenia longiseta,140,3.549203,Urosolenia,1,9.0877,9.0877,9135.9472,0.00913595,111368
234,SP,2010,2010-8-3,,0m,Chlorophyta,Chlorococcaceae,3.5,0.504653,,1,54.5262,54.5262,1299.0151,0.00129902,2683
235,SP,2010,2010-8-3,,0m,Chlorophyta,Chlamydomonas ,13,8.41236,Chlamydomonas,1,18.1754,18.1754,21654.1291,0.02165413,2080
236,SP,2010,2010-8-3,,0m,Chlorophyta,Monoraphidium arcuatum,24,0.223233,Monoraphidium,1,18.1754,18.1754,574.6186,0.00057462,2031
237,SP,2010,2010-8-3,,0m,Chlorophyta,Monoraphidium griffithii,100,0.33274,Monoraphidium,1,9.0877,9.0877,856.4953,0.0008565,1000031
238,SP,2010,2010-8-3,,0m,Chlorophyta,Mucidosphaerium pulchellum,24,0.665475,Mucidosphaerium,5,18.1754,90.877,1712.9905,0.00171299,2211
239,SP,2010,2010-8-3,,0m,Chlorophyta,Oocystis parva,8,0.369708,Oocystis,1,9.0877,9.0877,951.6616,0.00095166,2363
240,SP,2010,2010-8-3,,0m,Chlorophyta,Schroederia judayi,35,0.224783,Schroederia,1,18.1754,18.1754,578.6099,0.00057861,2491
241,SP,2010,2010-8-3,,0m,Chlorophyta,Sphaerocystis schroeteri,20,0.872512,Sphaerocystis,6,18.1754,109.0523,2245.9203,0.00224592,2641
242,SP,2010,2010-8-3,,0m,Chrysophyta,Chrysophyceae,3,0.147742,,1,27.2631,27.2631,380.301,0.0003803,1652
243,SP,2010,2010-8-3,,0m,Chrysophyta,Chrysophyceae,4.5,0.422356,,1,18.1754,18.1754,1087.1828,0.00108718,1653
244,SP,2010,2010-8-3,,0m,Chrysophyta,Chrysosphaerella ,10,10.652042,Chrysosphaerella,1,54.5262,54.5262,27419.2647,0.02741926,1483
245,SP,2010,2010-8-3,,0m,Chrysophyta,Dinobryon ,6,0.554562,Dinobryon,1,18.1754,18.1754,1427.4915,0.00142749,1123
246,SP,2010,2010-8-3,,0m,Chrysophyta,Dinobryon bavaricum,91,1.109124,Dinobryon,1,18.1754,18.1754,2854.983,0.00285498,1121
247,SP,2010,2010-8-3,,0m,Chrysophyta,Mallomonas ,16,4.259044,Mallomonas,1,9.0877,9.0877,10963.1373,0.01096314,1180
248,SP,2010,2010-8-3,,0m,Cryptophyta,Cryptomonas erosa,11.6,3.172098,Cryptomonas,1,45.4385,45.4385,8165.2532,0.00816525,3015
249,SP,2010,2010-8-3,,0m,Cryptophyta,Cryptomonas lucens,10.6667,1.774603,Cryptomonas,1,45.4385,45.4385,4567.9754,0.00456798,3018
250,SP,2010,2010-8-3,,0m,Cryptophyta,Rhodomonas minuta,8,0.591534,Rhodomonas,1,45.4385,45.4385,1522.657,0.00152266,3043
251,SP,2010,2010-8-3,,0m,Cyanophyta,Aphanocapsa delicatissima,9,0.033274,Aphanocapsa,6,27.2631,163.5785,85.6497,0.00008565,4054
252,SP,2010,2010-8-3,,0m,Cyanophyta,Pseudanabaena acicularis,97.4,17.014547,Pseudanabaena,24.35,572.5248,13940.9787,43796.8871,0.04379689,1000548
253,SP,2010,2010-8-3,,0m,Cyanophyta,Pseudanabaena galeata,60,1.996426,Pseudanabaena,20,27.2631,545.2617,5138.9716,0.00513897,4463
254,SP,2010,2010-8-3,,0m,Cyanophyta,Synechococcus elongatus,3,0.005548,Synechococcus,1,9.0877,9.0877,14.275,0.00001428,4321
255,SP,2010,2010-8-3,,0m,Cyanophyta,Synechocystis ,1.5,0.037431,Synechocystis,1,54.5262,54.5262,96.3532,0.00009635,4285
256,SP,2010,2010-8-3,,0m,Euglenophyta,Trachelomonas volvocina,16,0.578485,Trachelomonas,1,1.6458,1.6458,1489.0687,0.00148907,5047
257,SP,2010,2010-8-3,,0m,Haptophyta,Chrysochromulina parva,4,4.164105,Chrysochromulina,1,354.4201,354.4201,10718.7628,0.01071876,1731
258,SP,2010,2010-8-3,,0m,Pyrrhophyta,Gymnodinium sp. 1,40,14.788342,Gymnodinium,1,9.0877,9.0877,38066.4483,0.03806645,6032
259,SP,2010,2010-11-11,,0m,Bacillariophyta,Cyclostephanos damasii,28,12.282272,Cyclostephanos,1,6.0585,6.0585,52227.1669,0.05222717,1523
260,SP,2010,2010-11-11,,0m,Bacillariophyta,Cyclotella hakanssoniae,4.8182,2.633595,Cyclotella,1,199.9293,199.9293,11198.6795,0.01119868,1000073
261,SP,2010,2010-11-11,,0m,Bacillariophyta,Cyclotella sp. 1,4.5,0.353886,Cyclotella,1,30.2923,30.2923,1504.8133,0.00150481,1071
262,SP,2010,2010-11-11,,0m,Bacillariophyta,Fragilaria filiformis,81.3333,1.930089,Fragilaria,1.3333,24.2339,32.311,8207.1993,0.0082072,1477
263,SP,2010,2010-11-11,,0m,Bacillariophyta,Synedra ulna,256,0.528437,Synedra,1,0.5486,0.5486,2247.0413,0.00224704,9776
264,SP,2010,2010-11-11,,0m,Bacillariophyta,Urosolenia longiseta,160,17.188018,Urosolenia,1,18.1754,18.1754,73087.5809,0.07308758,111368
265,SP,2010,2010-11-11,,0m,Chlorophyta,Chlorococcaceae,4,0.572933,,1,48.4677,48.4677,2436.2535,0.00243625,2683
266,SP,2010,2010-11-11,,0m,Chlorophyta,Chlamydomonas ,8,1.882088,Chlamydomonas,1,36.3508,36.3508,8003.0896,0.00800309,2080
267,SP,2010,2010-11-11,,0m,Chlorophyta,Monomastix minuta,5,0.033571,Monomastix,1,12.1169,12.1169,142.7495,0.00014275,1000538
268,SP,2010,2010-11-11,,0m,Chlorophyta,Oocystis parva,12,0.322275,Oocystis,4,12.1169,48.4677,1370.3917,0.00137039,2363
269,SP,2010,2010-11-11,,0m,Chrysophyta,Chrysophyceae,5,0.596805,,1,60.5846,60.5846,2537.7631,0.00253776,1652
270,SP,2010,2010-11-11,,0m,Chrysophyta,Chrysophyceae,8,0.363098,,1,6.0585,6.0585,1543.9752,0.00154398,1653
271,SP,2010,2010-11-11,,0m,Chrysophyta,Chrysococcus minutus,8,0.04309,Chrysococcus,1,6.0585,6.0585,183.2267,0.00018323,1472
272,SP,2010,2010-11-11,,0m,Chrysophyta,Dinobryon ,6,0.895208,Dinobryon,1,48.4677,48.4677,3806.644,0.00380664,1123
273,SP,2010,2010-11-11,,0m,Chrysophyta,Dinobryon bavaricum,240,0.895208,Dinobryon,3,6.0585,18.1754,3806.6446,0.00380664,1122
274,SP,2010,2010-11-11,,0m,Chrysophyta,Dinobryon sociale,36,0.149201,Dinobryon,1,6.0585,6.0585,634.4411,0.00063444,9733
275,SP,2010,2010-11-11,,0m,Chrysophyta,Mallomonas ,13,0.948921,Mallomonas,1,12.1169,12.1169,4035.0433,0.00403504,1180
276,SP,2010,2010-11-11,,0m,Chrysophyta,Mallomonas caudata,80,17.188018,Mallomonas,1,6.0585,6.0585,73087.5809,0.07308758,1185
277,SP,2010,2010-11-11,,0m,Cryptophyta,Cryptomonas erosa,26,33.022033,Cryptomonas,1,90.877,90.877,140417.6126,0.14041761,3015
278,SP,2010,2010-11-11,,0m,Cryptophyta,Rhodomonas minuta,8,0.907145,Rhodomonas,1,115.1108,115.1108,3857.3976,0.0038574,3043
279,SP,2010,2010-11-11,,0m,Cryptophyta,Rhodomonas minuta,12,3.357035,Rhodomonas,1,151.4616,151.4616,14274.9212,0.01427492,3041
280,SP,2010,2010-11-11,,0m,Cyanophyta,Aphanocapsa delicatissima,20,0.005969,Aphanocapsa,8,6.0585,48.4677,25.3777,0.00002538,4054
281,SP,2010,2010-11-11,,0m,Cyanophyta,Synechocystis ,1.5,0.030212,Synechocystis,1,72.7016,72.7016,128.4709,0.00012847,4285
282,SP,2010,2010-11-11,,0m,Euglenophyta,Trachelomonas volvocina,20,2.578203,Trachelomonas,1,12.1169,12.1169,10963.1373,0.01096314,5047
283,SP,2010,2010-11-11,,0m,Haptophyta,Chrysochromulina parva,4,1.292683,Chrysochromulina,1,181.7539,181.7539,5496.8015,0.0054968,1731
284,TB,2011,2011-2-15,,0m,,Rhodospirillum rubrum,4,0.845441,Rhodospirillum,1,1681.2236,1681.2236,1320.433,0.00132043,1000986
285,TB,2011,2011-2-15,,0m,Bacillariophyta,Asterionella formosa,30,1.309194,Asterionella,4,7.5731,30.2923,2044.7314,0.00204473,1021
286,TB,2011,2011-2-15,,0m,Bacillariophyta,Tabellaria binalis,20,6.206553,Tabellaria,2,7.5731,15.1462,9693.5415,0.00969354,1334
287,TB,2011,2011-2-15,,0m,Chlorophyta,Chlorococcaceae,5,0.710881,,1,15.1462,15.1462,1110.271,0.00111027,2683
288,TB,2011,2011-2-15,,0m,Chlorophyta,Chlorophyta,4,0.040619,,1,7.5731,7.5731,63.4442,0.00006344,1000057
289,TB,2011,2011-2-15,,0m,Chlorophyta,Chlamydomonas ,8.2,8.14224,Chlamydomonas,1,37.8654,37.8654,12716.7412,0.01271674,2080
290,TB,2011,2011-2-15,,0m,Chlorophyta,Oedogonium ,368,32.486798,Oedogonium,11.5,0.6857,7.886,50738.6366,0.05073864,2350
291,TB,2011,2011-2-15,,0m,Chlorophyta,Schroederia judayi,35,0.335128,Schroederia,1,22.7192,22.7192,523.4126,0.00052341,2491
292,TB,2011,2011-2-15,,0m,Chrysophyta,Chrysophyceae,2.3333,12.356916,,1,2612.7124,2612.7124,19299.3223,0.01929932,1652
293,TB,2011,2011-2-15,,0m,Chrysophyta,Chrysophyceae,6.5,5.414786,,1,45.4385,45.4385,8456.9364,0.00845694,1653
294,TB,2011,2011-2-15,,0m,Cryptophyta,Cryptomonas erosa,24,4.387154,Cryptomonas,1,7.5731,7.5731,6851.9608,0.00685196,3015
295,TB,2011,2011-2-15,,0m,Cyanophyta,Phormidium ,316,8.717586,Phormidium,158,3.4287,541.7367,13615.327,0.01361533,4190
296,TB,2011,2011-2-15,,0m,Euglenophyta,Euglena ,12.6667,16.868963,Euglena,1,98.45,98.45,26346.3407,0.02634634,5020
297,TB,2011,2011-2-15,,0m,Haptophyta,Chrysochromulina parva,4,0.146643,Chrysochromulina,1,7.5731,7.5731,229.0334,0.00022903,1731
298,TB,2011,2011-2-15,,0m,Miscellaneous,Miscellaneous,8,2.031094,,1,30.2923,30.2923,3172.2054,0.00317221,7140
299,TB,2011,2011-5-3,,0m,,Rhodospirillum rubrum,4,2.30278,Rhodospirillum,1,16085.2204,16085.2204,12633.3321,0.01263333,1000986
300,TB,2011,2011-5-3,,0m,Bacillariophyta,Actinella punctata,112,0.077069,Actinella,1,0.5486,0.5486,422.8073,0.00042281,9611
301,TB,2011,2011-5-3,,0m,Bacillariophyta,Tabellaria flocculosa,56,0.403186,Tabellaria,1,0.5486,0.5486,2211.9313,0.00221193,1332
302,TB,2011,2011-5-3,,0m,Chlorophyta,Chlorococcaceae,7,2.768533,,1,54.5262,54.5262,15188.5102,0.01518851,2683
303,TB,2011,2011-5-3,,0m,Chlorophyta,Chlorophyta,4,0.150292,,1,27.2631,27.2631,824.5202,0.00082452,1000057
304,TB,2011,2011-5-3,,0m,Chlorophyta,Chlamydomonas ,7.9091,57.910712,Chlamydomonas,1,1444.9435,1444.9435,317705.2239,0.31770522,2080
305,TB,2011,2011-5-3,,0m,Chlorophyta,Gloeococcus minor,22,11.636167,Gloeococcus,4,109.0523,436.2094,63837.4305,0.06383743,8171
306,TB,2011,2011-5-3,,0m,Chlorophyta,Schroederia judayi,40,0.3302,Schroederia,1,54.5262,54.5262,1811.523,0.00181152,2491
307,TB,2011,2011-5-3,,0m,Chrysophyta,Chrysophyceae,6.5,3.178203,,1,109.0523,109.0523,17436.0081,0.01743601,1653
308,TB,2011,2011-5-3,,0m,Chrysophyta,Chrysophyceae,2.4,0.194101,,1,163.5785,163.5785,1064.8634,0.00106486,1652
309,TB,2011,2011-5-3,,0m,Chrysophyta,Mallomonas ,18,17.985062,Mallomonas,1,54.5262,54.5262,98668.2359,0.09866824,1180
310,TB,2011,2011-5-3,,0m,Cryptophyta,Cryptomonas erosa,24,0.160844,Cryptomonas,1,0.5486,0.5486,882.411,0.00088241,3015
311,TB,2011,2011-5-3,,0m,Cyanophyta,Aphanothece nidulans,30,0.353873,Aphanothece,34,54.5262,1853.8898,1941.388,0.00194139,4062
312,TB,2011,2011-5-3,,0m,Cyanophyta,Phormidium ,268,0.673536,Phormidium,134,1.0972,147.0232,3695.0963,0.0036951,4190
313,TB,2011,2011-5-3,,0m,Cyanophyta,Planktothrix agardhii,248,0.311635,Planktothrix,62,0.5486,34.0128,1709.6714,0.00170967,107710
314,TB,2011,2011-5-3,,0m,Pyrrhophyta,Gymnodinium sp. 2,10,1.053812,Gymnodinium,1,27.2631,27.2631,5781.3417,0.00578134,6033
315,TB,2011,2011-5-3,,0m,Pyrrhophyta,Gymnodinium sp. 3,8,0.509994,Gymnodinium,1,27.2631,27.2631,2797.885,0.00279789,6034
316,TB,2011,2011-6-1,,0m,,Rhodospirillum rubrum,4.6667,1.543626,Rhodospirillum,1,33260.9642,33260.9642,30477.0215,0.03047702,1000986
317,TB,2011,2011-6-1,,0m,Bacillariophyta,Asterionella formosa,70,1.413984,Asterionella,8,27.2631,218.1047,27917.3994,0.0279174,1021
318,TB,2011,2011-6-1,,0m,Bacillariophyta,Tabellaria binalis,64,0.320091,Tabellaria,4,1.0972,4.3888,6319.8038,0.0063198,1334
319,TB,2011,2011-6-1,,0m,Chlorophyta,Chlorococcaceae,16,6.663245,,1,109.0523,109.0523,131557.6478,0.13155765,2687
320,TB,2011,2011-6-1,,0m,Chlorophyta,Chlorococcaceae,5,0.090376,,1,27.2631,27.2631,1784.3635,0.00178436,2683
321,TB,2011,2011-6-1,,0m,Chlorophyta,Chlamydomonas ,6.9,13.422491,Chlamydomonas,1,1472.2066,1472.2066,265010.7344,0.26501073,2080
322,TB,2011,2011-6-1,,0m,Chlorophyta,Monomastix minuta,6,0.019521,Monomastix,1,27.2631,27.2631,385.4237,0.00038542,1000538
323,TB,2011,2011-6-1,,0m,Chlorophyta,Scenedesmus bijuga,12,0.31234,Scenedesmus,2,27.2631,54.5262,6166.7654,0.00616677,2483
324,TB,2011,2011-6-1,,0m,Chrysophyta,Chrysophyceae,2.3333,0.0995,,1,408.9463,408.9463,1964.4961,0.0019645,1652
325,TB,2011,2011-6-1,,0m,Chrysophyta,Chrysophyceae,4,0.041761,,1,27.2631,27.2631,824.5202,0.00082452,1653
326,TB,2011,2011-6-1,,0m,Chrysophyta,Mallomonas ,12,2.07567,Mallomonas,1,54.5262,54.5262,40981.5755,0.04098158,1180
327,TB,2011,2011-6-1,,0m,Cryptophyta,Cryptomonas erosa,25.8,71.852563,Cryptomonas,1,1363.1543,1363.1543,1418641.328,1.41864133,3015
328,TB,2011,2011-6-1,,0m,Cyanophyta,Aphanocapsa delicatissima,40,0.02892,Aphanocapsa,40,27.2631,1090.5234,570.9981,0.000571,4054
329,TB,2011,2011-6-1,,0m,Cyanophyta,Phormidium ,320,0.111733,Phormidium,160,0.5486,87.7751,2206.0277,0.00220603,4190
330,TB,2011,2011-6-1,,0m,Euglenophyta,Euglena ,20,1.509641,Euglena,1,81.7893,81.7893,29806.0252,0.02980603,5020
331,TB,2011,2011-6-1,,0m,Euglenophyta,Euglena acus,90,0.494538,Euglena,1,27.2631,27.2631,9764.045,0.00976405,5023
332,TB,2011,2011-7-25,,0m,,Rhodospirillum rubrum,4,1.090103,Rhodospirillum,1,6088.7557,6088.7557,4782.1088,0.00478211,1000986
333,TB,2011,2011-7-25,,0m,Bacillariophyta,Actinella punctata,96,0.187798,Actinella,1,0.5486,0.5486,823.8362,0.00082384,9611
334,TB,2011,2011-7-25,,0m,Bacillariophyta,Asterionella formosa,64,0.510686,Asterionella,4,2.743,10.9719,2240.3002,0.0022403,1021
335,TB,2011,2011-7-25,,0m,Chlorophyta,Chlorococcaceae,6,0.416516,,1,12.1169,12.1169,1827.1889,0.00182719,2683
336,TB,2011,2011-7-25,,0m,Chlorophyta,Chlamydomonas ,10,4.405421,Chlamydomonas,1,36.3508,36.3508,19325.8779,0.01932588,2080
337,TB,2011,2011-7-25,,0m,Chlorophyta,Monoraphidium griffithii,52,0.030081,Monoraphidium,1,6.0585,6.0585,131.9636,0.00013196,1000031
338,TB,2011,2011-7-25,,0m,Chlorophyta,Mougeotia ,1200,46.858053,Mougeotia,17.6471,6.0585,106.9143,205558.8214,0.20555882,2340
339,TB,2011,2011-7-25,,0m,Chlorophyta,Stichococcus bacillaris,4,0.006508,Stichococcus,1,6.0585,6.0585,28.5499,0.00002855,2911
340,TB,2011,2011-7-25,,0m,Chrysophyta,Chrysophyceae,2.4,2.022836,,1,1363.1543,1363.1543,8873.8617,0.00887386,1652
341,TB,2011,2011-7-25,,0m,Chrysophyta,Dinobryon cylindricum,155,3.474553,Dinobryon,4,12.1169,48.4677,15242.3136,0.01524231,1125
342,TB,2011,2011-7-25,,0m,Chrysophyta,Dinobryon cyst,10,0.694484,Dinobryon,1,6.0585,6.0585,3046.585,0.00304659,1126
343,TB,2011,2011-7-25,,0m,Chrysophyta,Kephyrion planctonicum,8,0.026032,Kephyrion,1,6.0585,6.0585,114.1996,0.0001142,1000615
344,TB,2011,2011-7-25,,0m,Cryptophyta,Cryptomonas erosa,26,35.843519,Cryptomonas,1,121.1693,121.1693,157239.8087,0.15723981,3015
345,TB,2011,2011-7-25,,0m,Cryptophyta,Rhodomonas minuta,8,0.092559,Rhodomonas,1,12.1169,12.1169,406.0419,0.00040604,3043
346,TB,2011,2011-7-25,,0m,Euglenophyta,Euglena ,16,3.62369,Euglena,1,54.5262,54.5262,15896.5489,0.01589655,5020
347,TB,2011,2011-7-25,,0m,Haptophyta,Chrysochromulina parva,4,0.041768,Chrysochromulina,1,6.0585,6.0585,183.2267,0.00018323,1731
348,TB,2011,2011-7-25,,0m,Miscellaneous,Miscellaneous,8,0.571263,,1,12.1169,12.1169,2506.041,0.00250604,7140
349,TB,2011,2011-7-25,,0m,Pyrrhophyta,Gymnodinium sp. 3,8,0.10413,Gymnodinium,1,6.0585,6.0585,456.7972,0.0004568,6034
350,TB,2011,2011-8-23,,0m,,Rhodospirillum rubrum,4.6667,0.284962,Rhodospirillum,1,8451.5565,8451.5565,7744.1612,0.00774416,1000986
351,TB,2011,2011-8-23,,0m,Chlorophyta,Chlorophyta,4,0.020227,,1,18.1754,18.1754,549.6801,0.00054968,1000057
352,TB,2011,2011-8-23,,0m,Chlorophyta,Chlorococcaceae,6,0.07564,,1,18.1754,18.1754,2055.5876,0.00205559,2683
353,TB,2011,2011-8-23,,0m,Chlorophyta,Chlamydomonas ,8.4,3.998482,Chlamydomonas,1,363.5078,363.5078,108663.0247,0.10866302,2080
